Year,Relationship to the victim,Offence type,Offence category,Threat type,Age,Ethnicity,Ethnicity type,Marital status,Employment status,Occupation,Highest qualification,Disability status,Disability severity,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,Region,Value
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,5.099915047
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,Rural residents,,,,,4.563909996
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,3.324072156
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,,11.51810806
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,6.759045988
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,Urbanites,,,,,5.971670541
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,,4.831843967
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,2.991670041
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,,5.431501895
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,Urban,,,,3.932078185
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,Rural,,,,4.209164435
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,High,,,3.393895968
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,Not high,,,6.334204418
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,6.079343582
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,Other output areas,,4.44911349
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,4.099646663
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.344483133
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.784695554
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.278186612
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,3.474165951
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,7.369669053
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,3.570715713
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.937231133
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.200635656
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,3.683443044
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.346000798
2014,Partner abuse,,,,,,,,,,,,,,,,,,,,,,,4.255535828
2014,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.558988474
2014,Partner abuse,Sexual,,,,,,,,,,,,,,,,,,,,,,1.752093103
2014,Partner abuse,Stalking,,,,,,,,,,,,,,,,,,,,,,1.065576528
2014,Sexual assault,,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,4.088944828
2014,Sexual assault,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,3.730567909
2014,Sexual assault,,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,0.485421422
2014,Sexual assault,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,1.498493892
2014,Sexual assault,,,,,,,,,,,,,,,,Social renters,,,,,,,0.450555615
2014,Sexual assault,,,,,,,,,,,,,,,,Private renters,,,,,,,1.153881148
2014,Sexual assault,,,,,,,,,,,,,,,,,Houses,,,,,,0.776512672
2014,Sexual assault,,,,,,,,,,,,,,,,,Detached,,,,,,0.404145103
2014,Sexual assault,,,,,,,,,,,,,,,,,Semi-detached,,,,,,0.390412252
2014,Sexual assault,,,,,,,,,,,,,,,,,Terraced,,,,,,0.339250059
2014,Sexual assault,,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,0.094726998
2014,Sexual assault,,,,,,,,,,,,,,,,,,Rural residents,,,,,0.437515727
2014,Sexual assault,,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,0.449931631
2014,Sexual assault,,,,,,,,,,,,,,,,,,Ethnicity central,,,,,0
2014,Sexual assault,,,,,,,,,,,,,,,,,,Urbanites,,,,,0.353682745
2014,Sexual assault,,,,,,,,,,,,,,,,,,Suburbanites,,,,,0
2014,Sexual assault,,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,0
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,High,,,0.288312275
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,Not high,,,0.550923319
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,0
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,Other output areas,,0
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,0.877533616
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.874838359
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.921293037
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,1.023873073
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,1.799853426
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.168084708
2014,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.196425477
2014,,Stalking,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,0.643549951
2014,,Stalking,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,0
2014,,Stalking,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,0
2014,,Stalking,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,4.858485364
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.488599419
2014,,Stalking,,,16-19,,,,,,,,,,,,,,,,,,,0.1296049
2014,,Stalking,,,20-24,,,,,,,,,,,,,,,,,,,0.006716567
2014,,Stalking,,,25-34,,,,,,,,,,,,,,,,,,,0.078160509
2014,,Stalking,,,35-44,,,,,,,,,,,,,,,,,,,:
2014,,Stalking,,,45-54,,,,,,,,,,,,,,,,,,,:
2014,,Stalking,,,55-59,,,,,,,,,,,,,,,,,,,8.884717246
2014,,Stalking,,,,White,,,,,,,,,,,,,,,,,,6.987348134
2014,,Stalking,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,3.335741212
2014,,Stalking,,,,White,Irish,,,,,,,,,,,,,,,,,6.538726123
2014,,Stalking,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,4.197981733
2014,,Stalking,,,,White,Any other white background,,,,,,,,,,,,,,,,,4.458602657
2014,,Stalking,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,3.343963422
2014,,Stalking,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,2.851179061
2014,,Stalking,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,2.848470973
2014,,Stalking,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,1.732685988
2014,,Stalking,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,1.906010345
2014,,Stalking,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,1.11338418
2014,,Stalking,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,1.526955338
2014,,Stalking,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,North East,0.363944892
2014,,Stalking,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,North West,0.22383184
2014,,Stalking,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,Yorkshire and the Humber,0.268645735
2014,,Stalking,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,East Midlands,0.064066207
2014,,Stalking,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,West Midlands,0
2014,,Stalking,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,East of England,0.038694062
2014,,Stalking,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,London,1.037840044
2014,,Stalking,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,South East,0.434484768
2014,,Stalking,,,,Other ethnic group,,,,,,,,,,,,,,,,,South West,9.236445747
2014,,Stalking,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,Wales,7.364374097
2014,,Stalking,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,3.170518102
2014,,Stalking,,,,,,Married,,,,,,,,,,,,,,,,7.178076725
2014,,Stalking,,,,,,Cohabiting,,,,,,,,,,,,,,,,4.61213129
2014,,Stalking,,,,,,Single,,,,,,,,,,,,,,,,4.868333313
2014,,Stalking,,,,,,Separated,,,,,,,,,,,,,,,,4.078203206
2014,,Stalking,,,,,,Divorced,,,,,,,,,,,,,,,,2.910466115
2014,,Stalking,,,,,,Widowed,,,,,,,,,,,,,,,,2.773128521
2014,,Stalking,,,,,,,Employed,,,,,,,,,,,,,,,1.82521872
2014,,Stalking,,,,,,,Unemployed,,,,,,,,,,,,,,,1.65788483
2014,,Stalking,,,,,,,Inactive,,,,,,,,,,,,,,,1.128992274
2014,,Stalking,,,,,,,Student,,,,,,,,,,,,,,,1.164194798
2014,,Stalking,,,,,,,Looking after family/home,,,,,,,,,,,,,,,0.398019963
2014,,Stalking,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,0.207328813
2014,,Stalking,,,,,,,Retired,,,,,,,,,,,,,,,0.440037273
2014,,Stalking,,,,,,,Other inactive,,,,,,,,,,,,,,,0.099511484
2014,,Stalking,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,,0.025758665
2014,,Stalking,,,,,,,,Intermediate occupations,,,,,,,,,,,,,,0.034329551
2014,,Stalking,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,,1.069310384
2014,,Stalking,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,,0.459562013
2014,,Stalking,,,,,,,,Full-time students,,,,,,,,,,,,,,9.052097107
2014,,Stalking,,,,,,,,Not classified,,,,,,,,,,,,,,7.408327936
2014,,Stalking,,,,,,,,,Degree or diploma,,,,,,,,,,,,,3.136850639
2014,,Stalking,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,,6.440620977
2014,,Stalking,,,,,,,,,O level/GCSE,,,,,,,,,,,,,4.361206718
2014,,Stalking,,,,,,,,,Other,,,,,,,,,,,,,4.172799709
2014,,Stalking,,,,,,,,,No qualifications,,,,,,,,,,,,,3.281549131
2014,,Stalking,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,2.791987732
2014,,Stalking,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,2.838570779
2014,,Stalking,,,,,,,,,,,,7 hours or longer,,,,,,,,,,1.646415521
2014,,Stalking,,,,,,,,,,,,,No children,,,,,,,,,1.733411705
2014,,Stalking,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,1.249521154
2014,,Stalking,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,1.220459656
2014,,Stalking,,,,,,,,,,,,,,"Under £10,000",,,,,,,,0.562431162
2014,,Stalking,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,0.395977916
2014,,Stalking,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,0.445706167
2014,,Stalking,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,0.15390258
2014,,Stalking,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,0.058275055
2014,,Stalking,,,,,,,,,,,,,,"Over £50,000",,,,,,,,0.086068357
2014,,Stalking,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,1.269146019
2014,,Stalking,,,,,,,,,,,,,,,Owner occupiers,,,,,,,0.53204649
2014,,Stalking,,,,,,,,,,,,,,,Social renters,,,,,,,9.050378129
2014,,Stalking,,,,,,,,,,,,,,,Private renters,,,,,,,6.88364895
2014,,Stalking,,,,,,,,,,,,,,,,Houses,,,,,,3.396725371
2014,,Stalking,,,,,,,,,,,,,,,,Detached,,,,,,7.023852624
2014,,Stalking,,,,,,,,,,,,,,,,Semi-detached,,,,,,4.65336561
2014,,Stalking,,,,,,,,,,,,,,,,Terraced,,,,,,4.520087845
2014,,Stalking,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,3.399883907
2014,,Stalking,,,,,,,,,,,,,,,,,Rural residents,,,,,2.980770449
2014,,Stalking,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,2.667999406
2014,,Stalking,,,,,,,,,,,,,,,,,Ethnicity central,,,,,1.672175956
2014,,Stalking,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,1.587829689
2014,,Stalking,,,,,,,,,,,,,,,,,Urbanites,,,,,1.12391114
2014,,Stalking,,,,,,,,,,,,,,,,,Suburbanites,,,,,0.915102144
2014,,Stalking,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,0.530354941
2014,,Stalking,,,,,,,,,,,,,,,,,Hard-pressed living,,,,,0.34426728
2014,,Stalking,,,,,,,,,,,,,,,,,,Urban,,,,0.402680877
2014,,Stalking,,,,,,,,,,,,,,,,,,Rural,,,,0.08490058
2014,,Stalking,,,,,,,,,,,,,,,,,,,High,,,0.031573588
2014,,Stalking,,,,,,,,,,,,,,,,,,,Not high,,,0.019495368
2014,,Stalking,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,1.094146921
2014,,Stalking,,,,,,,,,,,,,,,,,,,,Other output areas,,0.768538823
2014,,Stalking,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,8.783299284
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,6.658768428
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,3.151287646
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,6.078256538
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,4.48934388
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,3.744269302
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,3.007748594
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,2.06421817
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,2.712317754
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,1.722146474
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,1.6080105
2015,Family abuse,Non-sexual,Threats or force,Force,,,,,,,,,,,,,,,,,,,,18.99004558
2015,Partner abuse,Non-sexual,Threats or force,Force,,,,,,,,,,,,,,,,,,,,0
2015,Family abuse,Sexual,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,,,,,,,,,,6.677067491
2015,Partner abuse,Sexual,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,,,,,,,,,,5.301637259
2015,Family abuse,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,,4.519032962
2015,Partner abuse,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,,1.585067104
2015,Partner abuse,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,,1.042264143
2015,Family abuse,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,,8.840622731
2015,Family abuse,Non-sexual,Threats or force,Threats,,,,,,,,,,,,,,,,,,,,4.27711375
2015,Partner abuse,Non-sexual,Threats or force,Threats,,,,,,,,,,,,,,,,,,,,1.823825312
2015,Family abuse,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,,4.45505029
2015,Partner abuse,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,,1.736503933
2015,,,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,North West,2.680528235
2015,,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,Yorkshire and the Humber,2.576421124
2015,,,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,East Midlands,2.411243009
2015,,Non-sexual,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,3.338094896
2015,,Non-sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,5.157166175
2015,,Non-sexual,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,5.038306355
2015,,Sexual,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,5.401379773
2015,,Sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.152615846
2015,,Sexual,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,2.544149042
2015,,Stalking,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,2.342481805
2015,,Stalking,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,2.555307506
2015,,Stalking,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,2.482467585
2015,,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.497900375
2015,,Non-sexual,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,3.107769141
2015,,Sexual,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.536923945
2015,,Stalking,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.089756485
2015,,,,,,,,,,,,,,,,,,,,,,,,2.353236611
2015,,,,,16-19,,,,,,,,,,,,,,,,,,,2.551408016
2015,,,,,20-24,,,,,,,,,,,,,,,,,,,5.68456285
2015,,,,,25-34,,,,,,,,,,,,,,,,,,,3.219827812
2015,,,,,35-44,,,,,,,,,,,,,,,,,,,2.621905067
2015,,,,,45-54,,,,,,,,,,,,,,,,,,,7.085679407
2015,,,,,55-59,,,,,,,,,,,,,,,,,,,3.779958565
2015,,,,,,White,,,,,,,,,,,,,,,,,,2.942756051
2015,,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,2.456057036
2015,,,,,,White,Irish,,,,,,,,,,,,,,,,,2.371997866
2015,,,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,2.967036186
2015,,,,,,White,Any other white background,,,,,,,,,,,,,,,,,2.870925218
2015,,,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,2.155290803
2015,,,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,3.231187098
2015,,,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,4.815908075
2015,,,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,2.488913118
2015,,,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,3.398276486
2015,,,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,3.251996483
2015,,,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,0.913898606
2015,,,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,,1.957980965
2015,,,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,5.40028711
2015,,,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,,6.027082559
2015,,,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,,4.01053869
2015,,,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,2.336668476
2015,,,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,2.695929831
2015,,,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,3.002037075
2015,,,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,2.677521
2015,,,,,,Other ethnic group,,,,,,,,,,,,,,,,,,2.978050746
2015,,,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,2.164443037
2015,,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,8.725980538
2015,,,,,,,,Married,,,,,,,,,,,,,,,,3.884832886
2015,,,,,,,,Cohabiting,,,,,,,,,,,,,,,North East,3.212258848
2015,,,,,,,,Single,,,,,,,,,,,,,,,North West,4.028774625
2015,,,,,,,,Separated,,,,,,,,,,,,,,,Yorkshire and the Humber,2.830880826
2015,,,,,,,,Divorced,,,,,,,,,,,,,,,East Midlands,2.582513322
2015,,,,,,,,Widowed,,,,,,,,,,,,,,,West Midlands,2.166216833
2015,,,,,,,,,Employed,,,,,,,,,,,,,,East of England,2.285379957
2015,,,,,,,,,Unemployed,,,,,,,,,,,,,,London,2.071764047
2015,,,,,,,,,Inactive,,,,,,,,,,,,,,South East,4.758920556
2015,,,,,,,,,Student,,,,,,,,,,,,,,South West,3.152391294
2015,,,,,,,,,Looking after family/home,,,,,,,,,,,,,,Wales,2.755435305
2015,,,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,2.23146105
2015,,,,,,,,,Retired,,,,,,,,,,,,,,,2.221690067
2015,,,,,,,,,Other inactive,,,,,,,,,,,,,,,3.576943639
2015,,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,,2.659861519
2015,,,,,,,,,,Intermediate occupations,,,,,,,,,,,,,,2.772003942
2015,,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,,2.392290268
2015,,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,,2.612109815
2015,,,,,,,,,,Full-time students,,,,,,,,,,,,,,2.78949411
2015,,,,,,,,,,Not classified,,,,,,,,,,,,,,2.706213307
2015,,,,,,,,,,,Degree or diploma,,,,,,,,,,,,,1.942023662
2015,,,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,,3.710173865
2015,,,,,,,,,,,O level/GCSE,,,,,,,,,,,,,3.382756464
2015,,,,,,,,,,,Other,,,,,,,,,,,,,2.656303416
2015,,,,,,,,,,,No qualifications,,,,,,,,,,,,,3.152994617
2015,,,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,4.729938362
2015,,,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,2.59255046
2015,,,,,,,,,,,,,,7 hours or longer,,,,,,,,,,3.863650809
2015,,,,,,,,,,,,,,,No children,,,,,,,,,2.581490642
2015,,,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,1.599388543
2015,,,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,3.116223594
2015,,,,,,,,,,,,,,,,"Under £10,000",,,,,,,,2.461828488
2015,,,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,2.890608512
2015,,,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,2.746147922
2015,,,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,3.090645686
2015,,,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,3.149479525
2015,,,,,,,,,,,,,,,,"Over £50,000",,,,,,,,1.540494763
2015,,,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,2.691542418
2015,,,,,,,,,,,,,,,,,Owner occupiers,,,,,,,2.994370818
2015,,,,,,,,,,,,,,,,,Social renters,,,,,,,4.878863811
2015,,,,,,,,,,,,,,,,,Private renters,,,,,,,1.455726281
2015,,,,,,,,,,,,,,,,,,Houses,,,,,,3.364001273
2015,,,,,,,,,,,,,,,,,,Detached,,,,,,1.458560165
2015,,,,,,,,,,,,,,,,,,Semi-detached,,,,,,1.360416659
2015,,,,,,,,,,,,,,,,,,Terraced,,,,,,1.067683756
2015,,,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,1.15636635
2015,,,,,,,,,,,,,,,,,,,Rural residents,,,,,1.686971225
2015,,,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,1.515774867
2015,,,,,,,,,,,,,,,,,,,Ethnicity central,,,,,1.577489619
2015,,,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,2.315888211
2015,,,,,,,,,,,,,,,,,,,Suburbanites,,,,,0.802162482
2015,,,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,0
2015,,,,,,,,,,,,,,,,,,,,,Not high,,,0.032640004
2015,,,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,0.088270689
2015,,,,,,,,,,,,,,,,,,,,,,Other output areas,,0
2015,,,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,0
2015,,,,,,,,,,,,,,,,,,,,,,,,0
2015,,,,,,,,,,,,,,,,,,,,,,,,0
2015,,,,,,,,,,,,,,,,,,,,,,,,3.8978913
2015,,,,,,,,,,,,,,,,,,,,,,,,5.280609878
2015,,,,,,,,,,,,,,,,,,,,,,,,0.841353921
2015,,,,,,,,,,,,,,,,,,,,,,,,3.470428332
2015,,,,,,,,,,,,,,,,,,,,,,,,2.591541727
2015,,,,,,,,,,,,,,,,,,,,,,,,4.325094763
2015,,,,,,,,,,,,,,,,,,,,,,,,0.975897203
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0.885646069
2015,,Non-sexual,,,16-19,,,,,,,,,,,,,,,,,,,2.287701048
2015,,Non-sexual,,,20-24,,,,,,,,,,,,,,,,,,,1.322777141
2015,,Non-sexual,,,25-34,,,,,,,,,,,,,,,,,,,1.658144665
2015,,Non-sexual,,,35-44,,,,,,,,,,,,,,,,,,,7.41028408
2015,,Non-sexual,,,45-54,,,,,,,,,,,,,,,,,,,1.169693344
2015,,Non-sexual,,,55-59,,,,,,,,,,,,,,,,,,,2.708199158
2015,,Non-sexual,,,,White,,,,,,,,,,,,,,,,,,3.043409298
2015,,Non-sexual,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,2.508031802
2015,,Non-sexual,,,,White,Irish,,,,,,,,,,,,,,,,,4.538869767
2015,,Non-sexual,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,3.719753318
2015,,Non-sexual,,,,White,Any other white background,,,,,,,,,,,,,,,,,1.239330022
2015,,Non-sexual,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,4.165421605
2015,,Non-sexual,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,0.9397218
2015,,Non-sexual,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,1.167814192
2015,,Non-sexual,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,1.561492481
2015,,Non-sexual,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,3.667565914
2015,,Non-sexual,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,3.1396191
2015,,Non-sexual,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,3.223633494
2015,,Non-sexual,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,,1.050586364
2015,,Non-sexual,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,2.378899037
2015,,Non-sexual,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,,1.73016192
2015,,Non-sexual,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,,1.069905233
2015,,Non-sexual,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,0.800340509
2015,,Non-sexual,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,3.052130731
2015,,Non-sexual,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,2.951010569
2015,,Non-sexual,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,3.293262391
