Year,Sex,Abuse type,Region,Abuse category,Threats or force,Age,Ethnicity,Ethnic group,Marital status,Employment status,Occupation,Highest qualification,Disability status,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,GeoCode,Value
2013,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.16984071221123
2013,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.0883959255456309
2013,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.00505107630473959
2013,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.0831878750101829
2013,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,0.456783107184781
2013,Female,,,,,,,,,,,,,,,,,,,,,,,6.79344676611058
2013,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.93202737396878
2013,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.21448433289888
2013,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,3.60657850756365
2013,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.81443191424977
2013,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.03198978383439
2013,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.358277543473734
2013,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.241317702997364
2013,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.213326493519621
2013,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.58579251609937
2013,,,,,,,,,,,,,,,,,,,,,,,,4.92231854373582
2013,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.37240026086661
2013,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.99741631594593
2013,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.56729816003002
2013,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.72584867517332
2013,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.6031122074712
2013,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.224011736210634
2013,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.123774996758173
2013,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.148691876374344
2013,,Stalking,,,,,,,,,,,,,,,,,,,,,,1.0246893766871
2014,Male,,,,,,,,,,,,,,,,,,,,,,,2.75394942596776
2014,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,2.54308239091665
2014,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.50871450170244
2014,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,1.49941547889214
2014,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,0.814514086161908
2014,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,0.994098918874251
2014,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.0551615999953729
2014,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.0101832465778155
2014,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.0449068296943657
2014,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,0.411805950854609
2014,Female,,,,,,,,,,,,,,,,,,,,,,,6.47584506234071
2014,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.82977225524737
2014,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.99854152718056
2014,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,3.58669185113093
2014,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.86562460212776
2014,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.85511330237858
2014,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.471963168039823
2014,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.266320545984586
2014,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.333936870331722
2014,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.55512063459728
2014,,,,,,,,,,,,,,,,,,,,,,,,4.63073395826234
2014,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.20376066281493
2014,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.76767313564542
2014,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.5523783092616
2014,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.84803126787132
2014,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.4278026539075
2014,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.265143814304787
2014,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.13924486071283
2014,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.190755634520002
2014,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.989395012097145
2015,Male,,,,,,,,,,,,,,,,,,,,,,,2.98735167172532
2015,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,2.75386225270752
2015,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.05005664346131
2015,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,1.40372807192929
2015,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,0.8138978608137311
2015,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,0.938434369898792
2015,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.118795199244035
2015,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.0485915451233273
2015,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.0699209817509307
2015,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,0.461052516127959
2015,Female,,,,,,,,,,,,,,,,,,,,,,,6.23088029978624
2015,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.39930416954704
2015,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.93848054252714
2015,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,3.04774136114722
2015,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.31098594773337
2015,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.70993740723951
2015,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.499410073369456
2015,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.297414003194767
2015,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.378165813100212
2015,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.28484665566263
2015,,,,,,,,,,,,,,,,,,,,,,,,4.61454612973155
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.08312419258807
2015,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.99932448153556
2015,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.22853394491226
2015,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.56404418216523
2015,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.32529695636452
2015,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.30982529679612
2015,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.1734244149641
2015,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.225000370023136
2015,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.875314346482967
2016,Male,,,,,,,,,,,,,,,,,,,,,,,2.98621098363637
2016,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,2.73157775191443
2016,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.00990134699646
2016,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,1.2498217425964
2016,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,0.616327493756842
2016,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,0.913411398251335
2016,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.0754783628019347
2016,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.0297015559235612
2016,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.0542261055438619
2016,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,0.532704643188843
2016,Female,,,,,,,,,,,,,,,,,,,,,,,5.9466231116544
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.20522459033779
2016,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.00406903984728
2016,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.7924847313533
2016,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.17117747519524
2016,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.5447026462363
2016,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.423124275547373
2016,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.295751244352527
2016,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.256627318344782
2016,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.32279797910537
2016,,,,,,,,,,,,,,,,,,,,,,,,4.4606588302094
2016,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,3.96746982590788
2016,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.00657525397352
2016,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.01968432755868
2016,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.39143539512184
2016,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.22799681492691
2016,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.248627008537189
2016,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.162305761399379
2016,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.1552139436659
2016,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.927113780363155
