Year,Units,Manufacturing category,Manufacturing subcategory,Manufacturing description,Value
2000,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,16.38756854
2000,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,77.59046702
2000,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,9.153263673
2000,Per capita (£m),Other manufacturing and repair,,,278.2150626
2000,Per capita (£m),Other manufacturing and repair,Manufacture of furniture,,68.38625754
2000,Per capita (£m),Other manufacturing and repair,Other manufacturing,,89.80047923
2000,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,,122.2020137
2000,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,4.279447951
2000,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,34.89787913
2000,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,85.84368807
2001,Per capita (£m),,,,2977.043967
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",,,420.2967198
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,330.9931825
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,48.41574611
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",41.05695871
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,5.903946678
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,17.94867457
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",28.48781148
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,57.00945646
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,119.9397764
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,20.11401891
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,69.02035085
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,55.79145027
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,15.52957894
2001,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,22.24552975
2001,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,156.3784616
2001,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,81.4034138
2001,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,60.32513999
2001,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,18.06709184
2001,Per capita (£m),"Manufacture of wood and paper products, and printing",,,244.1087409
2001,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,53.1016866
2001,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,75.3302996
2001,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,115.1692521
2001,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,70.98269416
2001,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,70.98269416
2001,Per capita (£m),Manufacture of chemicals and chemical products,,,200.8018541
2001,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,200.8018541
2001,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",24.17403955
2001,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,55.50386548
2001,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",21.19669108
2001,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",29.77348468
2001,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",39.92353628
2001,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,45.38764739
2001,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,212.9988327
2001,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,212.9988327
2001,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,264.7471791
2001,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,182.7347622
2001,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,86.41077259
2001,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",48.9570822
2001,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",39.04386514
2001,Per capita (£m),Manufacture of basic metals and metal products,,,384.1963697
2001,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,,78.07081353
2001,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,38.18111075
2001,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,46.1319845
2001,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,304.5861316
2001,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",260.8732428
2001,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,36.86160405
2001,Per capita (£m),"Manufacturing of computer, electronic and optical products",,,197.1647523
2001,Per capita (£m),"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,197.1647523
2001,Per capita (£m),Manufacture of electrical equipment,,,113.3591596
2001,Per capita (£m),Manufacture of electrical equipment,Manufacture of electrical equipment,,113.3591596
2001,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,,,194.9824912
2001,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,194.9824912
2001,Per capita (£m),Manufacture of transport equipment,,,257.9635613
2001,Per capita (£m),Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,172.4832101
2001,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,,103.8181111
2001,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,18.1516756
2001,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,78.57831611
2001,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,9.033545921
2001,Per capita (£m),Other manufacturing and repair,,,264.8148461
2001,Per capita (£m),Other manufacturing and repair,Manufacture of furniture,,67.63317714
2001,Per capita (£m),Other manufacturing and repair,Other manufacturing,,87.98403059
2001,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,,112.6824895
2001,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,4.652106982
2001,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,34.44250842
2001,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,76.58213929
2002,Per capita (£m),,,,2898.963543
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",,,431.0233013
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,339.9774617
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,49.89413079
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",40.00626624
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,6.114641957
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,18.07440997
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",28.33285887
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,57.92907352
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,128.676997
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,19.40514472
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,70.59632077
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,57.39004172
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,15.56454316
2002,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,22.57195653
2002,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,146.3808226
2002,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,77.83956055
2002,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,55.1833803
2002,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,16.40678035
2002,Per capita (£m),"Manufacture of wood and paper products, and printing",,,249.3022065
2002,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,53.46521645
2002,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,76.82887593
2002,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,118.2501006
2002,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,73.96526951
2002,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,73.96526951
2002,Per capita (£m),Manufacture of chemicals and chemical products,,,195.5843189
2002,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,195.5843189
2002,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",25.01444437
2002,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,52.67351349
2002,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",24.35749936
2002,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",29.61305939
2002,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",39.21456329
2002,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,39.73675035
2002,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,227.5893319
2002,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,227.5893319
2002,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,257.5561309
2002,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,175.269558
2002,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,85.80712432
2002,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",49.27087527
2002,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",38.05227598
2002,Per capita (£m),Manufacture of basic metals and metal products,,,368.7314392
2002,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,,69.68670461
2002,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,33.30205826
2002,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,42.19608292
2002,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,299.145803
2002,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",257.9772495
2002,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,29.89942004
2002,Per capita (£m),"Manufacturing of computer, electronic and optical products",,,164.1014929
2002,Per capita (£m),"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,164.1014929
2002,Per capita (£m),Manufacture of electrical equipment,,,103.0392971
2002,Per capita (£m),Manufacture of electrical equipment,Manufacture of electrical equipment,,103.0392971
2002,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,,,184.5510118
2002,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,184.5510118
2002,Per capita (£m),Manufacture of transport equipment,,,251.2225073
2002,Per capita (£m),Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,186.3028651
2002,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,,88.48543856
2002,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,14.11589521
2002,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,66.35144536
2002,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,9.416211718
2002,Per capita (£m),Other manufacturing and repair,,,249.0495353
2002,Per capita (£m),Other manufacturing and repair,Manufacture of furniture,,70.46156282
2002,Per capita (£m),Other manufacturing and repair,Other manufacturing,,85.75659008
2002,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,,95.79605732
2002,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,3.638464635
2002,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,27.54115592
2002,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,66.85678767
2003,Per capita (£m),,,,2871.335939
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",,,419.5235484
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,329.6292384
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,49.5835618
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",41.6354359
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,5.583809969
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,17.62337621
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",28.13703642
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,55.38535834
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,124.5206391
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,15.22552388
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,69.0346716
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,55.60334492
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,15.71180163
2003,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,22.67060384
2003,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,144.3071129
2003,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,78.8105311
2003,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,54.0271343
2003,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,14.01821362
2003,Per capita (£m),"Manufacture of wood and paper products, and printing",,,245.6373341
2003,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,53.89298871
2003,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,76.46298336
2003,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,114.9292298
2003,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,72.74044338
2003,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,72.74044338
2003,Per capita (£m),Manufacture of chemicals and chemical products,,,189.5644796
2003,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,189.5644796
2003,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",25.00138338
2003,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,53.89298871
2003,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",23.39163636
2003,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",31.45713965
2003,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",34.62632909
2003,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,34.97846125
2003,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,238.9635912
2003,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,238.9635912
2003,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,262.0534
2003,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,176.1666893
2003,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,88.80437717
2003,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",50.17044873
2003,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",40.14306627
2003,Per capita (£m),Manufacture of basic metals and metal products,,,367.8942665
2003,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,,69.35326737
2003,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,35.83363935
2003,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,38.43271006
2003,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,298.7086811
2003,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",255.2287434
2003,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,37.81228673
2003,Per capita (£m),"Manufacturing of computer, electronic and optical products",,,156.7323477
2003,Per capita (£m),"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,156.7323477
2003,Per capita (£m),Manufacture of electrical equipment,,,96.63512569
2003,Per capita (£m),Manufacture of electrical equipment,Manufacture of electrical equipment,,96.63512569
2003,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,,,182.8404322
2003,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,182.8404322
2003,Per capita (£m),Manufacture of transport equipment,,,257.4086091
2003,Per capita (£m),Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,190.4364259
2003,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,,90.88363374
2003,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,14.08528641
2003,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,67.45846098
2003,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,11.01670616
2003,Per capita (£m),Other manufacturing and repair,,,239.8858421
2003,Per capita (£m),Other manufacturing and repair,Manufacture of furniture,,67.50876558
2003,Per capita (£m),Other manufacturing and repair,Other manufacturing,,87.78151709
2003,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,,88.5696224
2003,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,3.605162593
2003,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,28.94190993
2003,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,58.52101139
2004,Per capita (£m),,,,2907.169927
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",,,424.5176012
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,335.8276175
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,50.9587926
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",47.17232913
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,5.704715898
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,17.33099362
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",27.85636126
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,56.17977528
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,125.0700579
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,13.99490245
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,69.00704582
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,56.11305346
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,15.06245163
2004,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,21.31762257
2004,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,128.5729536
2004,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,72.24305426
2004,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,47.95631055
2004,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,10.24179989
2004,Per capita (£m),"Manufacture of wood and paper products, and printing",,,243.7848622
2004,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,56.29653847
2004,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,75.26221677
2004,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,112.1093437
2004,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,76.46320959
2004,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,76.46320959
2004,Per capita (£m),Manufacture of chemicals and chemical products,,,194.7776829
2004,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,194.7776829
2004,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",25.67122154
2004,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,56.31321893
2004,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",22.71878086
2004,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",30.55859511
2004,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",35.67949505
2004,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,36.91384878
2004,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,242.3670234
2004,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,242.3670234
2004,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,265.7196616
2004,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,172.1589848
2004,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,94.64490646
2004,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",51.50924764
2004,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",44.25324935
2004,Per capita (£m),Manufacture of basic metals and metal products,,,375.6105047
2004,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,,73.27724252
2004,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,38.31500707
2004,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,39.74952628
