Year,Development Assistance Committee classification,Region,Country,Flow of official development assistance,Value
2015,Upper middle income countries and territories,Sub Saharan Africa,Mauritius,Bilateral,777.02
2015,Upper middle income countries and territories,Sub Saharan Africa,Namibia,Bilateral,296.98
2015,Upper middle income countries and territories,Sub Saharan Africa,Seychelles,Bilateral,323.63
2015,Upper middle income countries and territories,Sub Saharan Africa,South Africa,Bilateral,19095.25
2010,Upper middle income countries and territories,Sub Saharan Africa,,Multilateral,41501.84
2010,Upper middle income countries and territories,Sub Saharan Africa,Botswana,Multilateral,4707.81
2010,Upper middle income countries and territories,Sub Saharan Africa,Gabon,Multilateral,1949.46
2010,Upper middle income countries and territories,Sub Saharan Africa,Mauritius,Multilateral,7769.77
2010,Upper middle income countries and territories,Sub Saharan Africa,Namibia,Multilateral,4558.64
2010,Upper middle income countries and territories,Sub Saharan Africa,Seychelles,Multilateral,525.04
2010,Upper middle income countries and territories,Sub Saharan Africa,South Africa,Multilateral,21991.13
2011,Upper middle income countries and territories,Sub Saharan Africa,,Multilateral,36122.32
2011,Upper middle income countries and territories,Sub Saharan Africa,Botswana,Multilateral,1337.1
2011,Upper middle income countries and territories,Sub Saharan Africa,Gabon,Multilateral,436.83
2011,Upper middle income countries and territories,Sub Saharan Africa,Mauritius,Multilateral,5209.22
2011,Upper middle income countries and territories,Sub Saharan Africa,Namibia,Multilateral,2829.2
2011,Upper middle income countries and territories,Sub Saharan Africa,Seychelles,Multilateral,749.89
2011,Upper middle income countries and territories,Sub Saharan Africa,South Africa,Multilateral,25560.07
2012,Upper middle income countries and territories,Sub Saharan Africa,,Multilateral,32561.83
2012,Upper middle income countries and territories,Sub Saharan Africa,Botswana,Multilateral,190.28
2012,Upper middle income countries and territories,Sub Saharan Africa,Gabon,Multilateral,616.21
2012,Upper middle income countries and territories,Sub Saharan Africa,Mauritius,Multilateral,5964.72
2012,Upper middle income countries and territories,Sub Saharan Africa,Namibia,Multilateral,2970.18
2012,Upper middle income countries and territories,Sub Saharan Africa,Seychelles,Multilateral,1032.16
2012,Upper middle income countries and territories,Sub Saharan Africa,South Africa,Multilateral,21788.27
2013,Upper middle income countries and territories,Sub Saharan Africa,,Multilateral,50714.81
2013,Upper middle income countries and territories,Sub Saharan Africa,Botswana,Multilateral,1447.99
2013,Upper middle income countries and territories,Sub Saharan Africa,Gabon,Multilateral,906.85
2013,Upper middle income countries and territories,Sub Saharan Africa,Mauritius,Multilateral,6453.21
2013,Upper middle income countries and territories,Sub Saharan Africa,Namibia,Multilateral,5722.44
2013,Upper middle income countries and territories,Sub Saharan Africa,Seychelles,Multilateral,1047.74
2013,Upper middle income countries and territories,Sub Saharan Africa,South Africa,Multilateral,35136.57
2014,Upper middle income countries and territories,Sub Saharan Africa,,Multilateral,62528.89
2014,Upper middle income countries and territories,Sub Saharan Africa,Botswana,Multilateral,2632.75
2014,Upper middle income countries and territories,Sub Saharan Africa,Gabon,Multilateral,810.03
2014,Upper middle income countries and territories,Sub Saharan Africa,Mauritius,Multilateral,-304.23
2014,Upper middle income countries and territories,Sub Saharan Africa,Namibia,Multilateral,3693.95
2014,Upper middle income countries and territories,Sub Saharan Africa,Seychelles,Multilateral,227.93
2014,Upper middle income countries and territories,Sub Saharan Africa,South Africa,Multilateral,55468.46
2015,Upper middle income countries and territories,Sub Saharan Africa,,Multilateral,104670.64
2015,Upper middle income countries and territories,Sub Saharan Africa,Botswana,Multilateral,683.62
2015,Upper middle income countries and territories,Sub Saharan Africa,Gabon,Multilateral,1031.08
2015,Upper middle income countries and territories,Sub Saharan Africa,Mauritius,Multilateral,3599.24
2015,Upper middle income countries and territories,Sub Saharan Africa,Namibia,Multilateral,1854.04
2015,Upper middle income countries and territories,Sub Saharan Africa,Seychelles,Multilateral,50.41
2015,Upper middle income countries and territories,Sub Saharan Africa,South Africa,Multilateral,97452.24
2010,Upper middle income countries and territories,Middle East,,,71294.76
2010,Upper middle income countries and territories,Middle East,Iran,,1504.31
2010,Upper middle income countries and territories,Middle East,Iraq,,34479.34
2010,Upper middle income countries and territories,Middle East,Jordan,,22993.52
2010,Upper middle income countries and territories,Middle East,Lebanon,,12317.58
2011,Upper middle income countries and territories,Middle East,,,49731.06
2011,Upper middle income countries and territories,Middle East,Iran,,2140.67
2011,Upper middle income countries and territories,Middle East,Iraq,,16612.77
2011,Upper middle income countries and territories,Middle East,Jordan,,18430.8
2011,Upper middle income countries and territories,Middle East,Lebanon,,12546.82
2012,Upper middle income countries and territories,Middle East,,,61990.34
2012,Upper middle income countries and territories,Middle East,Iran,,2232.11
2012,Upper middle income countries and territories,Middle East,Iraq,,20076.72
2012,Upper middle income countries and territories,Middle East,Jordan,,24606.8
2012,Upper middle income countries and territories,Middle East,Lebanon,,15074.71
2013,Upper middle income countries and territories,Middle East,,,91894.73
2013,Upper middle income countries and territories,Middle East,Iran,,2716.58
2013,Upper middle income countries and territories,Middle East,Iraq,,24221.69
2013,Upper middle income countries and territories,Middle East,Jordan,,38475.99
2013,Upper middle income countries and territories,Middle East,Lebanon,,26480.47
2014,Upper middle income countries and territories,Middle East,,,152621.27
2014,Upper middle income countries and territories,Middle East,Iran,,2770.77
2014,Upper middle income countries and territories,Middle East,Iraq,,57166.32
2014,Upper middle income countries and territories,Middle East,Jordan,,43109
2014,Upper middle income countries and territories,Middle East,Lebanon,,49575.18
2015,Upper middle income countries and territories,Middle East,,,279588.45
2015,Upper middle income countries and territories,Middle East,Iran,,1837.17
2015,Upper middle income countries and territories,Middle East,Iraq,,72021.17
2015,Upper middle income countries and territories,Middle East,Jordan,,86245
2015,Upper middle income countries and territories,Middle East,Lebanon,,119485.11
2009,Upper middle income countries and territories,Middle East,,Bilateral,35988.9
2009,Upper middle income countries and territories,Middle East,Iran,Bilateral,465.71
2009,Upper middle income countries and territories,Middle East,Iraq,Bilateral,31092.91
2009,Upper middle income countries and territories,Middle East,Jordan,Bilateral,974.22
2009,Upper middle income countries and territories,Middle East,Lebanon,Bilateral,3456.06
2010,Upper middle income countries and territories,Middle East,,Bilateral,24333.69
2010,Upper middle income countries and territories,Middle East,Iran,Bilateral,0
2010,Upper middle income countries and territories,Middle East,Iraq,Bilateral,20059.59
2010,Upper middle income countries and territories,Middle East,Jordan,Bilateral,1708.73
2010,Upper middle income countries and territories,Middle East,Lebanon,Bilateral,2565.38
2011,Upper middle income countries and territories,Middle East,,Bilateral,11912.34
2011,Upper middle income countries and territories,Middle East,Iran,Bilateral,265.3
2011,Upper middle income countries and territories,Middle East,Iraq,Bilateral,8346.14
2011,Upper middle income countries and territories,Middle East,Jordan,Bilateral,1654.43
2011,Upper middle income countries and territories,Middle East,Lebanon,Bilateral,1646.46
2012,Upper middle income countries and territories,Middle East,,Bilateral,16683.63
2012,Upper middle income countries and territories,Middle East,Iran,Bilateral,734.74
2012,Upper middle income countries and territories,Middle East,Iraq,Bilateral,6873.17
2012,Upper middle income countries and territories,Middle East,Jordan,Bilateral,4748.47
2012,Upper middle income countries and territories,Middle East,Lebanon,Bilateral,4327.24
2013,Upper middle income countries and territories,Middle East,,Bilateral,32092.96
2013,Upper middle income countries and territories,Middle East,Iran,Bilateral,357.41
2013,Upper middle income countries and territories,Middle East,Iraq,Bilateral,7008.47
2013,Upper middle income countries and territories,Middle East,Jordan,Bilateral,16692.04
2013,Upper middle income countries and territories,Middle East,Lebanon,Bilateral,8035.04
2014,Upper middle income countries and territories,Middle East,,Bilateral,83576.57
2014,Upper middle income countries and territories,Middle East,Iran,Bilateral,658.93
2014,Upper middle income countries and territories,Middle East,Iraq,Bilateral,38370.49
2014,Upper middle income countries and territories,Middle East,Jordan,Bilateral,18538.3
2014,Upper middle income countries and territories,Middle East,Lebanon,Bilateral,26008.85
2015,Upper middle income countries and territories,Middle East,,Bilateral,213411.65
2015,Upper middle income countries and territories,Middle East,Iran,Bilateral,992.54
2015,Upper middle income countries and territories,Middle East,Iraq,Bilateral,55437.16
2015,Upper middle income countries and territories,Middle East,Jordan,Bilateral,57448.51
2015,Upper middle income countries and territories,Middle East,Lebanon,Bilateral,99533.44
2010,Upper middle income countries and territories,Middle East,,Multilateral,46961.07
2010,Upper middle income countries and territories,Middle East,Iran,Multilateral,1504.31
2010,Upper middle income countries and territories,Middle East,Iraq,Multilateral,14419.76
2010,Upper middle income countries and territories,Middle East,Jordan,Multilateral,21284.8
2010,Upper middle income countries and territories,Middle East,Lebanon,Multilateral,9752.2
2011,Upper middle income countries and territories,Middle East,,Multilateral,37818.72
2011,Upper middle income countries and territories,Middle East,Iran,Multilateral,1875.37
2011,Upper middle income countries and territories,Middle East,Iraq,Multilateral,8266.62
2011,Upper middle income countries and territories,Middle East,Jordan,Multilateral,16776.36
2011,Upper middle income countries and territories,Middle East,Lebanon,Multilateral,10900.36
2012,Upper middle income countries and territories,Middle East,,Multilateral,45306.71
2012,Upper middle income countries and territories,Middle East,Iran,Multilateral,1497.36
2012,Upper middle income countries and territories,Middle East,Iraq,Multilateral,13203.55
2012,Upper middle income countries and territories,Middle East,Jordan,Multilateral,19858.33
2012,Upper middle income countries and territories,Middle East,Lebanon,Multilateral,10747.47
2013,Upper middle income countries and territories,Middle East,,Multilateral,59801.77
2013,Upper middle income countries and territories,Middle East,Iran,Multilateral,2359.17
2013,Upper middle income countries and territories,Middle East,Iraq,Multilateral,17213.22
2013,Upper middle income countries and territories,Middle East,Jordan,Multilateral,21783.95
2013,Upper middle income countries and territories,Middle East,Lebanon,Multilateral,18445.43
2014,Upper middle income countries and territories,Middle East,,Multilateral,69044.7
2014,Upper middle income countries and territories,Middle East,Iran,Multilateral,2111.84
2014,Upper middle income countries and territories,Middle East,Iraq,Multilateral,18795.83
2014,Upper middle income countries and territories,Middle East,Jordan,Multilateral,24570.7
2014,Upper middle income countries and territories,Middle East,Lebanon,Multilateral,23566.33
2015,Upper middle income countries and territories,Middle East,,Multilateral,66176.8
2015,Upper middle income countries and territories,Middle East,Iran,Multilateral,844.63
2015,Upper middle income countries and territories,Middle East,Iraq,Multilateral,16584.02
2015,Upper middle income countries and territories,Middle East,Jordan,Multilateral,28796.48
2015,Upper middle income countries and territories,Middle East,Lebanon,Multilateral,19951.67
2010,Upper middle income countries and territories,South and Central Asia,,,17686.40031
2010,Upper middle income countries and territories,South and Central Asia,Azerbaijan,,8603.36
2010,Upper middle income countries and territories,South and Central Asia,Kazakhstan,,4394.12
2010,Upper middle income countries and territories,South and Central Asia,Maldives,,3670.19
2010,Upper middle income countries and territories,South and Central Asia,Turkmenistan,,1018.73
2011,Upper middle income countries and territories,South and Central Asia,,,19162.99413
2011,Upper middle income countries and territories,South and Central Asia,Azerbaijan,,11225.41
2011,Upper middle income countries and territories,South and Central Asia,Kazakhstan,,5507.81
2011,Upper middle income countries and territories,South and Central Asia,Maldives,,1468.18
2011,Upper middle income countries and territories,South and Central Asia,Turkmenistan,,961.6
2012,Upper middle income countries and territories,South and Central Asia,,,15728.23962
2012,Upper middle income countries and territories,South and Central Asia,Azerbaijan,,6900.36
2012,Upper middle income countries and territories,South and Central Asia,Kazakhstan,,5587.15
2012,Upper middle income countries and territories,South and Central Asia,Maldives,,2253.74
2012,Upper middle income countries and territories,South and Central Asia,Turkmenistan,,986.99
2013,Upper middle income countries and territories,South and Central Asia,,,-18652.43085
2013,Upper middle income countries and territories,South and Central Asia,Azerbaijan,,-27435.12
2013,Upper middle income countries and territories,South and Central Asia,Kazakhstan,,5708.49
2013,Upper middle income countries and territories,South and Central Asia,Maldives,,1485.54
2013,Upper middle income countries and territories,South and Central Asia,Turkmenistan,,1588.65
2014,Upper middle income countries and territories,South and Central Asia,,,14585.48391
2014,Upper middle income countries and territories,South and Central Asia,Azerbaijan,,7630.1
2014,Upper middle income countries and territories,South and Central Asia,Kazakhstan,,4459.9
2014,Upper middle income countries and territories,South and Central Asia,Maldives,,1208.88
2014,Upper middle income countries and territories,South and Central Asia,Turkmenistan,,1286.6
2015,Upper middle income countries and territories,South and Central Asia,,,25921.74289
2015,Upper middle income countries and territories,South and Central Asia,Azerbaijan,,2144.37
2015,Upper middle income countries and territories,South and Central Asia,Kazakhstan,,21581.11
2015,Upper middle income countries and territories,South and Central Asia,Maldives,,1034.99
2015,Upper middle income countries and territories,South and Central Asia,Turkmenistan,,1161.27
2009,Upper middle income countries and territories,South and Central Asia,,Bilateral,5799.92
2009,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Bilateral,904.63
2009,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Bilateral,4433.34
2009,Upper middle income countries and territories,South and Central Asia,Maldives,Bilateral,243.69
2009,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Bilateral,218.26
2010,Upper middle income countries and territories,South and Central Asia,,Bilateral,988.67515
2010,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Bilateral,559.29587
2010,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Bilateral,220.27428
2010,Upper middle income countries and territories,South and Central Asia,Maldives,Bilateral,170.076
2010,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Bilateral,39.029
2011,Upper middle income countries and territories,South and Central Asia,,Bilateral,2559.453212
2011,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Bilateral,597.534102
2011,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Bilateral,1703.202115
2011,Upper middle income countries and territories,South and Central Asia,Maldives,Bilateral,167.04137
2011,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Bilateral,91.675625
2012,Upper middle income countries and territories,South and Central Asia,,Bilateral,5263.774072
2012,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Bilateral,1335.317862
2012,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Bilateral,3292.046475
2012,Upper middle income countries and territories,South and Central Asia,Maldives,Bilateral,220.702875
2012,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Bilateral,415.70686
2013,Upper middle income countries and territories,South and Central Asia,,Bilateral,5103.591696
2013,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Bilateral,2649.903044
2013,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Bilateral,1787.944412
2013,Upper middle income countries and territories,South and Central Asia,Maldives,Bilateral,153.675928
2013,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Bilateral,512.0683125
2014,Upper middle income countries and territories,South and Central Asia,,Bilateral,4195.908132
2014,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Bilateral,2100.389389
2014,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Bilateral,1782.194029
2014,Upper middle income countries and territories,South and Central Asia,Maldives,Bilateral,-52.675271
2014,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Bilateral,365.999985
2015,Upper middle income countries and territories,South and Central Asia,,Bilateral,8512.454055
2015,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Bilateral,2444.607165
2015,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Bilateral,5425.178274
2015,Upper middle income countries and territories,South and Central Asia,Maldives,Bilateral,183.516734
2015,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Bilateral,459.151882
2010,Upper middle income countries and territories,South and Central Asia,,Multilateral,16697.72516
2010,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Multilateral,8044.0684
2010,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Multilateral,4173.843923
2010,Upper middle income countries and territories,South and Central Asia,Maldives,Multilateral,3500.111653
2010,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Multilateral,979.7011844
2011,Upper middle income countries and territories,South and Central Asia,,Multilateral,16603.54092
2011,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Multilateral,10627.87519
2011,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Multilateral,3804.609759
2011,Upper middle income countries and territories,South and Central Asia,Maldives,Multilateral,1301.136287
2011,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Multilateral,869.919684
2012,Upper middle income countries and territories,South and Central Asia,,Multilateral,10464.46555
2012,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Multilateral,5565.03874
2012,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Multilateral,2295.100246
2012,Upper middle income countries and territories,South and Central Asia,Maldives,Multilateral,2033.040851
2012,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Multilateral,571.2857144
2013,Upper middle income countries and territories,South and Central Asia,,Multilateral,-23756.02255
2013,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Multilateral,-30085.02227
2013,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Multilateral,3920.54424
2013,Upper middle income countries and territories,South and Central Asia,Maldives,Multilateral,1331.86898
2013,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Multilateral,1076.586503
2014,Upper middle income countries and territories,South and Central Asia,,Multilateral,10389.57578
2014,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Multilateral,5529.710328
2014,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Multilateral,2677.704823
2014,Upper middle income countries and territories,South and Central Asia,Maldives,Multilateral,1261.560187
2014,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Multilateral,920.600444
2015,Upper middle income countries and territories,South and Central Asia,,Multilateral,17409.28884
2015,Upper middle income countries and territories,South and Central Asia,Azerbaijan,Multilateral,-300.2377641
2015,Upper middle income countries and territories,South and Central Asia,Kazakhstan,Multilateral,16155.92962
2015,Upper middle income countries and territories,South and Central Asia,Maldives,Multilateral,851.4759977
2015,Upper middle income countries and territories,South and Central Asia,Turkmenistan,Multilateral,702.1209856
2010,Upper middle income countries and territories,Far East Asia,,,46552.102
2010,Upper middle income countries and territories,Far East Asia,China,,34993.54
2010,Upper middle income countries and territories,Far East Asia,Malaysia,,-141.53
2010,Upper middle income countries and territories,Far East Asia,Thailand,,11700.09
2011,Upper middle income countries and territories,Far East Asia,,,-167166.867
2011,Upper middle income countries and territories,Far East Asia,China,,-166433.26
2011,Upper middle income countries and territories,Far East Asia,Malaysia,,5500.08
2011,Upper middle income countries and territories,Far East Asia,Thailand,,-6233.68
2012,Upper middle income countries and territories,Far East Asia,,,-28466.56179
2012,Upper middle income countries and territories,Far East Asia,China,,-25470.23
2012,Upper middle income countries and territories,Far East Asia,Malaysia,,6978.66
2012,Upper middle income countries and territories,Far East Asia,Thailand,,-9974.99
2013,Upper middle income countries and territories,Far East Asia,,,-10645.50063
2013,Upper middle income countries and territories,Far East Asia,China,,-104849.17
2013,Upper middle income countries and territories,Far East Asia,Malaysia,,5517.05
2013,Upper middle income countries and territories,Far East Asia,Thailand,,88686.62
2014,Upper middle income countries and territories,Far East Asia,,,-133275.1539
2014,Upper middle income countries and territories,Far East Asia,China,,-151557.57
2014,Upper middle income countries and territories,Far East Asia,Malaysia,,-597.87
2014,Upper middle income countries and territories,Far East Asia,Thailand,,18880.28
2015,Upper middle income countries and territories,Far East Asia,,,10635.43172
2015,Upper middle income countries and territories,Far East Asia,China,,-1524.51
2015,Upper middle income countries and territories,Far East Asia,Malaysia,,5976.72
2015,Upper middle income countries and territories,Far East Asia,Thailand,,6183.22
2009,Upper middle income countries and territories,Far East Asia,,Bilateral,84040.38
2009,Upper middle income countries and territories,Far East Asia,China,Bilateral,75073.83
2009,Upper middle income countries and territories,Far East Asia,Malaysia,Bilateral,2671.65
2009,Upper middle income countries and territories,Far East Asia,Thailand,Bilateral,6294.9
2010,Upper middle income countries and territories,Far East Asia,,Bilateral,60337.83342
2010,Upper middle income countries and territories,Far East Asia,China,Bilateral,56152.43039
2010,Upper middle income countries and territories,Far East Asia,Malaysia,Bilateral,-485.555765
2010,Upper middle income countries and territories,Far East Asia,Thailand,Bilateral,4670.958802
2011,Upper middle income countries and territories,Far East Asia,,Bilateral,40173.11957
2011,Upper middle income countries and territories,Far East Asia,China,Bilateral,40461.42139
2011,Upper middle income countries and territories,Far East Asia,Malaysia,Bilateral,4467.858847
2011,Upper middle income countries and territories,Far East Asia,Thailand,Bilateral,-4756.160669
2012,Upper middle income countries and territories,Far East Asia,,Bilateral,20184.60904
2012,Upper middle income countries and territories,Far East Asia,China,Bilateral,27186.56495
2012,Upper middle income countries and territories,Far East Asia,Malaysia,Bilateral,6394.984773
2012,Upper middle income countries and territories,Far East Asia,Thailand,Bilateral,-13396.94068
2013,Upper middle income countries and territories,Far East Asia,,Bilateral,-15108.4369
2013,Upper middle income countries and territories,Far East Asia,China,Bilateral,-17971.02218
2013,Upper middle income countries and territories,Far East Asia,Malaysia,Bilateral,3807.974594
2013,Upper middle income countries and territories,Far East Asia,Thailand,Bilateral,-945.389318
2014,Upper middle income countries and territories,Far East Asia,,Bilateral,-23333.45165
2014,Upper middle income countries and territories,Far East Asia,China,Bilateral,-33600.64971
2014,Upper middle income countries and territories,Far East Asia,Malaysia,Bilateral,-1842.045642
2014,Upper middle income countries and territories,Far East Asia,Thailand,Bilateral,12109.2437
2015,Upper middle income countries and territories,Far East Asia,,Bilateral,54009.02332
2015,Upper middle income countries and territories,Far East Asia,China,Bilateral,44641.01539
2015,Upper middle income countries and territories,Far East Asia,Malaysia,Bilateral,5603.531479
2015,Upper middle income countries and territories,Far East Asia,Thailand,Bilateral,3764.476458
2010,Upper middle income countries and territories,Far East Asia,,Multilateral,-13785.73142
2010,Upper middle income countries and territories,Far East Asia,China,Multilateral,-21158.88684
2010,Upper middle income countries and territories,Far East Asia,Malaysia,Multilateral,344.0276145
2010,Upper middle income countries and territories,Far East Asia,Thailand,Multilateral,7029.127808
2011,Upper middle income countries and territories,Far East Asia,,Multilateral,-207339.9866
2011,Upper middle income countries and territories,Far East Asia,China,Multilateral,-206894.6834
2011,Upper middle income countries and territories,Far East Asia,Malaysia,Multilateral,1032.221067
2011,Upper middle income countries and territories,Far East Asia,Thailand,Multilateral,-1477.524268
2012,Upper middle income countries and territories,Far East Asia,,Multilateral,-48651.17083
2012,Upper middle income countries and territories,Far East Asia,China,Multilateral,-52656.7926
2012,Upper middle income countries and territories,Far East Asia,Malaysia,Multilateral,583.672575
2012,Upper middle income countries and territories,Far East Asia,Thailand,Multilateral,3421.949194
2013,Upper middle income countries and territories,Far East Asia,,Multilateral,4462.936271
2013,Upper middle income countries and territories,Far East Asia,China,Multilateral,-86878.14743
2013,Upper middle income countries and territories,Far East Asia,Malaysia,Multilateral,1709.072966
2013,Upper middle income countries and territories,Far East Asia,Thailand,Multilateral,89632.01073
2014,Upper middle income countries and territories,Far East Asia,,Multilateral,-109941.7022
2014,Upper middle income countries and territories,Far East Asia,China,Multilateral,-117956.9192
2014,Upper middle income countries and territories,Far East Asia,Malaysia,Multilateral,1244.176288
2014,Upper middle income countries and territories,Far East Asia,Thailand,Multilateral,6771.040734
2015,Upper middle income countries and territories,Far East Asia,,Multilateral,-43373.59161
2015,Upper middle income countries and territories,Far East Asia,China,Multilateral,-46165.52895
2015,Upper middle income countries and territories,Far East Asia,Malaysia,Multilateral,373.1930481
2015,Upper middle income countries and territories,Far East Asia,Thailand,Multilateral,2418.744292
2010,Upper middle income countries and territories,Latin America and the Caribbean,,,76829.85822
2010,Upper middle income countries and territories,Latin America and the Caribbean,Antigua and Barbuda,,1315.62
2010,Upper middle income countries and territories,Latin America and the Caribbean,Belize,,1800.73
2010,Upper middle income countries and territories,Latin America and the Caribbean,Costa Rica,,1322.95
2010,Upper middle income countries and territories,Latin America and the Caribbean,Cuba,,4491.46
2010,Upper middle income countries and territories,Latin America and the Caribbean,Dominica,,3692.51
2010,Upper middle income countries and territories,Latin America and the Caribbean,Dominican Republic,,10872.15
2010,Upper middle income countries and territories,Latin America and the Caribbean,Grenada,,3851.65
2010,Upper middle income countries and territories,Latin America and the Caribbean,Jamaica,,19861.89
2010,Upper middle income countries and territories,Latin America and the Caribbean,Mexico,,8301.84
2010,Upper middle income countries and territories,Latin America and the Caribbean,Montserrat,,11844.54
2010,Upper middle income countries and territories,Latin America and the Caribbean,Panama,,475.24
2010,Upper middle income countries and territories,Latin America and the Caribbean,St. Lucia,,6130.34
2010,Upper middle income countries and territories,Latin America and the Caribbean,St.Vincent & Grenadines,,2868.94
2011,Upper middle income countries and territories,Latin America and the Caribbean,,,71223.10242
2011,Upper middle income countries and territories,Latin America and the Caribbean,Antigua and Barbuda,,279.57
2011,Upper middle income countries and territories,Latin America and the Caribbean,Belize,,1819.55
2011,Upper middle income countries and territories,Latin America and the Caribbean,Costa Rica,,1112.86
2011,Upper middle income countries and territories,Latin America and the Caribbean,Cuba,,1862.21
2011,Upper middle income countries and territories,Latin America and the Caribbean,Dominica,,1936.03
2011,Upper middle income countries and territories,Latin America and the Caribbean,Dominican Republic,,3893.47
2011,Upper middle income countries and territories,Latin America and the Caribbean,Grenada,,483.61
2011,Upper middle income countries and territories,Latin America and the Caribbean,Jamaica,,14215.34
2011,Upper middle income countries and territories,Latin America and the Caribbean,Mexico,,13648.24
2011,Upper middle income countries and territories,Latin America and the Caribbean,Montserrat,,27881.01
2011,Upper middle income countries and territories,Latin America and the Caribbean,Panama,,1538.66
2011,Upper middle income countries and territories,Latin America and the Caribbean,St. Lucia,,1717.55
2011,Upper middle income countries and territories,Latin America and the Caribbean,St.Vincent & Grenadines,,834.99
2012,Upper middle income countries and territories,Latin America and the Caribbean,,,58617.62396
2012,Upper middle income countries and territories,Latin America and the Caribbean,Antigua and Barbuda,,95.2
2012,Upper middle income countries and territories,Latin America and the Caribbean,Belize,,1726.42
2012,Upper middle income countries and territories,Latin America and the Caribbean,Costa Rica,,1314.74
2012,Upper middle income countries and territories,Latin America and the Caribbean,Cuba,,2535.2
2012,Upper middle income countries and territories,Latin America and the Caribbean,Dominica,,1608.4
2012,Upper middle income countries and territories,Latin America and the Caribbean,Dominican Republic,,4930.38
2012,Upper middle income countries and territories,Latin America and the Caribbean,Grenada,,1203.37
2012,Upper middle income countries and territories,Latin America and the Caribbean,Jamaica,,13058.44
2012,Upper middle income countries and territories,Latin America and the Caribbean,Mexico,,7119.62
2012,Upper middle income countries and territories,Latin America and the Caribbean,Montserrat,,21695.9
2012,Upper middle income countries and territories,Latin America and the Caribbean,Panama,,887.77
2012,Upper middle income countries and territories,Latin America and the Caribbean,St. Lucia,,1792.73
2012,Upper middle income countries and territories,Latin America and the Caribbean,St.Vincent & Grenadines,,649.45
2013,Upper middle income countries and territories,Latin America and the Caribbean,,,86036.3505
2013,Upper middle income countries and territories,Latin America and the Caribbean,Antigua and Barbuda,,45.85
2013,Upper middle income countries and territories,Latin America and the Caribbean,Belize,,3904.99
2013,Upper middle income countries and territories,Latin America and the Caribbean,Costa Rica,,1372.23
2013,Upper middle income countries and territories,Latin America and the Caribbean,Cuba,,4142.99
2013,Upper middle income countries and territories,Latin America and the Caribbean,Dominica,,1235.85
2013,Upper middle income countries and territories,Latin America and the Caribbean,Dominican Republic,,7070.6
2013,Upper middle income countries and territories,Latin America and the Caribbean,Grenada,,2966.46
2013,Upper middle income countries and territories,Latin America and the Caribbean,Jamaica,,22121.25
2013,Upper middle income countries and territories,Latin America and the Caribbean,Mexico,,7290.95
2013,Upper middle income countries and territories,Latin America and the Caribbean,Montserrat,,31678.39
2013,Upper middle income countries and territories,Latin America and the Caribbean,Panama,,418.67
2013,Upper middle income countries and territories,Latin America and the Caribbean,St. Lucia,,2599.19
2013,Upper middle income countries and territories,Latin America and the Caribbean,St.Vincent & Grenadines,,1188.93
2014,Upper middle income countries and territories,Latin America and the Caribbean,,,70815.77711
2014,Upper middle income countries and territories,Latin America and the Caribbean,Antigua and Barbuda,,118.7
2014,Upper middle income countries and territories,Latin America and the Caribbean,Belize,,2848.82
2014,Upper middle income countries and territories,Latin America and the Caribbean,Costa Rica,,4786.06
2014,Upper middle income countries and territories,Latin America and the Caribbean,Cuba,,2978.34
2014,Upper middle income countries and territories,Latin America and the Caribbean,Dominica,,602.24
