Year,Country,Cause of death,Sex,Age,GeoCode,Value
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,50 to 54,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Male,50 to 54,E92000001,0.0543524929999999
2014,England,Other respiratory disorders (J98),Male,50 to 54,E92000001,0.0543524929999999
2014,England,,Female,50 to 54,E92000001,168.047443199999
2014,England,Malignant neoplasms (C00-C97),Female,50 to 54,E92000001,122.1872693
2014,England,Diabetes mellitus (E10-E14),Female,50 to 54,E92000001,1.86423471
2014,England,IX diseases of the circulatory system (I00-I99),Female,50 to 54,E92000001,35.3139318
2014,England,Other diseases of upper respiratory tract (J30-J39),Female,50 to 54,E92000001,0.053263849
2014,England,Chronic lower respiratory diseases (J40-J47),Female,50 to 54,E92000001,6.711244957
2014,England,Lung diseases due to external agents (J60-J70),Female,50 to 54,E92000001,0.319583093
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,50 to 54,E92000001,1.225068524
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,50 to 54,E92000001,0.213055395
2014,England,Other diseases of pleura (J90-J94),Female,50 to 54,E92000001,0.0
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,50 to 54,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Female,50 to 54,E92000001,0.0
2014,England,Other respiratory disorders (J98),Female,50 to 54,E92000001,0.159791547
2014,,,,50 to 54,,198.578877
2014,,Malignant neoplasms (C00-C97),,50 to 54,,119.2236049
2014,,Diabetes mellitus (E10-E14),,50 to 54,,2.568049498
2014,,IX diseases of the circulatory system (I00-I99),,50 to 54,,67.22695913
2014,,Other diseases of upper respiratory tract (J30-J39),,50 to 54,,0.050852465
2014,,Chronic lower respiratory diseases (J40-J47),,50 to 54,,6.941361514
2014,,Lung diseases due to external agents (J60-J70),,50 to 54,,0.406819722
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),,50 to 54,,1.55100019199999
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,50 to 54,,0.406819722
2014,,Other diseases of pleura (J90-J94),,50 to 54,,0.0762786979999999
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,50 to 54,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",,50 to 54,,0.025426233
2014,,Other respiratory disorders (J98),,50 to 54,,0.101704931
2014,,,Male,50 to 54,,227.4241097
2014,,Malignant neoplasms (C00-C97),Male,50 to 54,,114.7142628
2014,,Diabetes mellitus (E10-E14),Male,50 to 54,,3.34069313699999
2014,,IX diseases of the circulatory system (I00-I99),Male,50 to 54,,99.0387027
2014,,Other diseases of upper respiratory tract (J30-J39),Male,50 to 54,,0.051395279
2014,,Chronic lower respiratory diseases (J40-J47),Male,50 to 54,,7.041153228
2014,,Lung diseases due to external agents (J60-J70),Male,50 to 54,,0.51395279
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,50 to 54,,1.901625324
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,50 to 54,,0.565348069
2014,,Other diseases of pleura (J90-J94),Male,50 to 54,,0.154185837
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,50 to 54,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Male,50 to 54,,0.051395279
2014,,Other respiratory disorders (J98),Male,50 to 54,,0.051395279
2014,,,Female,50 to 54,,170.336577
2014,,Malignant neoplasms (C00-C97),Female,50 to 54,,123.6386912
2014,,Diabetes mellitus (E10-E14),Female,50 to 54,,1.811555915
2014,,IX diseases of the circulatory system (I00-I99),Female,50 to 54,,36.08015531
2014,,Other diseases of upper respiratory tract (J30-J39),Female,50 to 54,,0.050320998
2014,,Chronic lower respiratory diseases (J40-J47),Female,50 to 54,,6.84365568
2014,,Lung diseases due to external agents (J60-J70),Female,50 to 54,,0.301925986
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,50 to 54,,1.207703943
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,50 to 54,,0.251604988
2014,,Other diseases of pleura (J90-J94),Female,50 to 54,,0.0
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,50 to 54,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Female,50 to 54,,0.0
2014,,Other respiratory disorders (J98),Female,50 to 54,,0.150962993
2014,Wales,,,50 to 54,W92000004,227.2116036
2014,Wales,Malignant neoplasms (C00-C97),,50 to 54,W92000004,131.6899906
2014,Wales,Diabetes mellitus (E10-E14),,50 to 54,W92000004,1.39109145
2014,Wales,IX diseases of the circulatory system (I00-I99),,50 to 54,W92000004,84.39288132
2014,Wales,Other diseases of upper respiratory tract (J30-J39),,50 to 54,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),,50 to 54,W92000004,6.491760102
2014,Wales,Lung diseases due to external agents (J60-J70),,50 to 54,W92000004,0.46369715
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,50 to 54,W92000004,1.8547886
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,50 to 54,W92000004,0.9273943
2014,Wales,Other diseases of pleura (J90-J94),,50 to 54,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,50 to 54,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",,50 to 54,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),,50 to 54,W92000004,0.0
2014,Wales,,Male,50 to 54,W92000004,245.6027659
2014,Wales,Malignant neoplasms (C00-C97),Male,50 to 54,W92000004,114.2997487
2014,Wales,Diabetes mellitus (E10-E14),Male,50 to 54,W92000004,1.889252045
2014,Wales,IX diseases of the circulatory system (I00-I99),Male,50 to 54,W92000004,120.9121309
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Male,50 to 54,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Male,50 to 54,W92000004,3.77850409
2014,Wales,Lung diseases due to external agents (J60-J70),Male,50 to 54,W92000004,0.944626023
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,50 to 54,W92000004,2.833878068
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,50 to 54,W92000004,0.944626023
2014,Wales,Other diseases of pleura (J90-J94),Male,50 to 54,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,50 to 54,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,50 to 54,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Male,50 to 54,W92000004,0.0
2014,Wales,,Female,50 to 54,W92000004,209.4793982
2014,Wales,Malignant neoplasms (C00-C97),Female,50 to 54,W92000004,148.457138699999
2014,Wales,Diabetes mellitus (E10-E14),Female,50 to 54,W92000004,0.910779992
2014,Wales,IX diseases of the circulatory system (I00-I99),Female,50 to 54,W92000004,49.18211957
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Female,50 to 54,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Female,50 to 54,W92000004,9.10779992
2014,Wales,Lung diseases due to external agents (J60-J70),Female,50 to 54,W92000004,0.0
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,50 to 54,W92000004,0.910779992
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,50 to 54,W92000004,0.910779992
2014,Wales,Other diseases of pleura (J90-J94),Female,50 to 54,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,50 to 54,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,50 to 54,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Female,50 to 54,W92000004,0.0
2014,England,,,55 to 59,E92000001,348.0532897
2014,England,Malignant neoplasms (C00-C97),,55 to 59,E92000001,212.453410099999
2014,England,Diabetes mellitus (E10-E14),,55 to 59,E92000001,4.581713128
2014,England,IX diseases of the circulatory system (I00-I99),,55 to 59,E92000001,108.9882856
2014,England,Other diseases of upper respiratory tract (J30-J39),,55 to 59,E92000001,0.0
2014,England,Chronic lower respiratory diseases (J40-J47),,55 to 59,E92000001,17.4167862
2014,England,Lung diseases due to external agents (J60-J70),,55 to 59,E92000001,0.502105548
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,55 to 59,E92000001,3.357830854
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,55 to 59,E92000001,0.376579161
2014,England,Other diseases of pleura (J90-J94),,55 to 59,E92000001,0.156907984
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,55 to 59,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",,55 to 59,E92000001,0.031381597
2014,England,Other respiratory disorders (J98),,55 to 59,E92000001,0.188289581
2014,England,,Male,55 to 59,E92000001,417.7915103
2014,England,Malignant neoplasms (C00-C97),Male,55 to 59,E92000001,225.677206099999
2014,England,Diabetes mellitus (E10-E14),Male,55 to 59,E92000001,5.963918294
2014,England,IX diseases of the circulatory system (I00-I99),Male,55 to 59,E92000001,161.5968074
2014,England,Other diseases of upper respiratory tract (J30-J39),Male,55 to 59,E92000001,0.0
2014,England,Chronic lower respiratory diseases (J40-J47),Male,55 to 59,E92000001,18.71655209
2014,England,Lung diseases due to external agents (J60-J70),Male,55 to 59,E92000001,0.634459393
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,55 to 59,E92000001,4.37776981199999
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,55 to 59,E92000001,0.444121575
2014,England,Other diseases of pleura (J90-J94),Male,55 to 59,E92000001,0.190337818
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,55 to 59,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Male,55 to 59,E92000001,0.063445939
2014,England,Other respiratory disorders (J98),Male,55 to 59,E92000001,0.126891879
2014,England,,Female,55 to 59,E92000001,279.8000045
2014,England,Malignant neoplasms (C00-C97),Female,55 to 59,E92000001,199.5111883
2014,England,Diabetes mellitus (E10-E14),Female,55 to 59,E92000001,3.22893924399999
2014,England,IX diseases of the circulatory system (I00-I99),Female,55 to 59,E92000001,57.49995653
2014,England,Other diseases of upper respiratory tract (J30-J39),Female,55 to 59,E92000001,0.0
2014,England,Chronic lower respiratory diseases (J40-J47),Female,55 to 59,E92000001,16.14469622
2014,England,Lung diseases due to external agents (J60-J70),Female,55 to 59,E92000001,0.372569913
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,55 to 59,E92000001,2.359609447
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,55 to 59,E92000001,0.310474927
2014,England,Other diseases of pleura (J90-J94),Female,55 to 59,E92000001,0.124189971
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,55 to 59,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Female,55 to 59,E92000001,0.0
2014,England,Other respiratory disorders (J98),Female,55 to 59,E92000001,0.248379942
2014,,,,55 to 59,,350.459788
2014,,Malignant neoplasms (C00-C97),,55 to 59,,213.684888
2014,,Diabetes mellitus (E10-E14),,55 to 59,,4.64596696
2014,,IX diseases of the circulatory system (I00-I99),,55 to 59,,109.9348233
2014,,Other diseases of upper respiratory tract (J30-J39),,55 to 59,,0.0
2014,,Chronic lower respiratory diseases (J40-J47),,55 to 59,,17.51855058
2014,,Lung diseases due to external agents (J60-J70),,55 to 59,,0.562250779
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),,55 to 59,,3.31432037899999
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,55 to 59,,0.355105755
2014,,Other diseases of pleura (J90-J94),,55 to 59,,0.177552877
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,55 to 59,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",,55 to 59,,0.029592146
2014,,Other respiratory disorders (J98),,55 to 59,,0.23673717
2014,,,Male,55 to 59,,419.0490102
2014,,Malignant neoplasms (C00-C97),Male,55 to 59,,225.8075523
2014,,Diabetes mellitus (E10-E14),Male,55 to 59,,6.166006864
2014,,IX diseases of the circulatory system (I00-I99),Male,55 to 59,,162.1719669
2014,,Other diseases of upper respiratory tract (J30-J39),Male,55 to 59,,0.0
2014,,Chronic lower respiratory diseases (J40-J47),Male,55 to 59,,19.03679789
2014,,Lung diseases due to external agents (J60-J70),Male,55 to 59,,0.718369732
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,55 to 59,,4.31021839
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,55 to 59,,0.41904901
2014,,Other diseases of pleura (J90-J94),Male,55 to 59,,0.179592433
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,55 to 59,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Male,55 to 59,,0.059864144
2014,,Other respiratory disorders (J98),Male,55 to 59,,0.179592433
2014,,,Female,55 to 59,,283.41095
2014,,Malignant neoplasms (C00-C97),Female,55 to 59,,201.8344758
2014,,Diabetes mellitus (E10-E14),Female,55 to 59,,3.160064278
2014,,IX diseases of the circulatory system (I00-I99),Female,55 to 59,,58.87082711
2014,,Other diseases of upper respiratory tract (J30-J39),Female,55 to 59,,0.0
2014,,Chronic lower respiratory diseases (J40-J47),Female,55 to 59,,16.03440023
2014,,Lung diseases due to external agents (J60-J70),Female,55 to 59,,0.409637962
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,55 to 59,,2.340788354
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,55 to 59,,0.292598543999999
2014,,Other diseases of pleura (J90-J94),Female,55 to 59,,0.175559126999999
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,55 to 59,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Female,55 to 59,,0.0
2014,,Other respiratory disorders (J98),Female,55 to 59,,0.292598543999999
2014,Wales,,,55 to 59,W92000004,390.2560536
2014,Wales,Malignant neoplasms (C00-C97),,55 to 59,W92000004,234.049840699999
2014,Wales,Diabetes mellitus (E10-E14),,55 to 59,W92000004,5.7085327
2014,Wales,IX diseases of the circulatory system (I00-I99),,55 to 59,W92000004,125.5877194
2014,Wales,Other diseases of upper respiratory tract (J30-J39),,55 to 59,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),,55 to 59,W92000004,19.20142817
2014,Wales,Lung diseases due to external agents (J60-J70),,55 to 59,W92000004,1.556872554
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,55 to 59,W92000004,2.594787591
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,55 to 59,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),,55 to 59,W92000004,0.518957518
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,55 to 59,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",,55 to 59,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),,55 to 59,W92000004,1.037915036
2014,Wales,,Male,55 to 59,W92000004,440.066169
2014,Wales,Malignant neoplasms (C00-C97),Male,55 to 59,W92000004,227.9860875
2014,Wales,Diabetes mellitus (E10-E14),Male,55 to 59,W92000004,9.543603665
2014,Wales,IX diseases of the circulatory system (I00-I99),Male,55 to 59,W92000004,171.784866
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Male,55 to 59,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Male,55 to 59,W92000004,24.38920937
2014,Wales,Lung diseases due to external agents (J60-J70),Male,55 to 59,W92000004,2.120800814
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,55 to 59,W92000004,3.181201222
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,55 to 59,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),Male,55 to 59,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,55 to 59,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,55 to 59,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Male,55 to 59,W92000004,1.060400407
2014,Wales,,Female,55 to 59,W92000004,342.5144832
2014,Wales,Malignant neoplasms (C00-C97),Female,55 to 59,W92000004,239.8617746
2014,Wales,Diabetes mellitus (E10-E14),Female,55 to 59,W92000004,2.032726903
2014,Wales,IX diseases of the circulatory system (I00-I99),Female,55 to 59,W92000004,81.30907613
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Female,55 to 59,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Female,55 to 59,W92000004,14.22908832
2014,Wales,Lung diseases due to external agents (J60-J70),Female,55 to 59,W92000004,1.016363452
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,55 to 59,W92000004,2.032726903
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,55 to 59,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),Female,55 to 59,W92000004,1.016363452
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,55 to 59,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,55 to 59,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Female,55 to 59,W92000004,1.016363452
2014,England,,,60 to 64,E92000001,595.690151899999
2014,England,Malignant neoplasms (C00-C97),,60 to 64,E92000001,361.5047851
2014,England,Diabetes mellitus (E10-E14),,60 to 64,E92000001,6.623355186
2014,England,IX diseases of the circulatory system (I00-I99),,60 to 64,E92000001,172.7563213
2014,England,Other diseases of upper respiratory tract (J30-J39),,60 to 64,E92000001,0.102953708
2014,England,Chronic lower respiratory diseases (J40-J47),,60 to 64,E92000001,45.40258503
2014,England,Lung diseases due to external agents (J60-J70),,60 to 64,E92000001,0.96090127
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,60 to 64,E92000001,7.206759529
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,60 to 64,E92000001,0.617722245
2014,England,Other diseases of pleura (J90-J94),,60 to 64,E92000001,0.068635805
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,60 to 64,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",,60 to 64,E92000001,0.0
2014,England,Other respiratory disorders (J98),,60 to 64,E92000001,0.446132732999999
2014,England,,Male,60 to 64,E92000001,724.4994699
2014,England,Malignant neoplasms (C00-C97),Male,60 to 64,E92000001,405.3747034
2014,England,Diabetes mellitus (E10-E14),Male,60 to 64,E92000001,8.414627989
2014,England,IX diseases of the circulatory system (I00-I99),Male,60 to 64,E92000001,250.826036
2014,England,Other diseases of upper respiratory tract (J30-J39),Male,60 to 64,E92000001,0.0701218999999999
2014,England,Chronic lower respiratory diseases (J40-J47),Male,60 to 64,E92000001,47.47252624
2014,England,Lung diseases due to external agents (J60-J70),Male,60 to 64,E92000001,1.332316098
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,60 to 64,E92000001,9.676822188
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,60 to 64,E92000001,0.701218999
2014,England,Other diseases of pleura (J90-J94),Male,60 to 64,E92000001,0.140243799999999
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,60 to 64,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Male,60 to 64,E92000001,0.0
2014,England,Other respiratory disorders (J98),Male,60 to 64,E92000001,0.490853298999999
2014,England,,Female,60 to 64,E92000001,472.2272444
2014,England,Malignant neoplasms (C00-C97),Female,60 to 64,E92000001,319.455749
2014,England,Diabetes mellitus (E10-E14),Female,60 to 64,E92000001,4.90643166
2014,England,IX diseases of the circulatory system (I00-I99),Female,60 to 64,E92000001,97.92699902
2014,England,Other diseases of upper respiratory tract (J30-J39),Female,60 to 64,E92000001,0.134422785
2014,England,Chronic lower respiratory diseases (J40-J47),Female,60 to 64,E92000001,43.41855962
2014,England,Lung diseases due to external agents (J60-J70),Female,60 to 64,E92000001,0.604902533
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,60 to 64,E92000001,4.839220267
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,60 to 64,E92000001,0.537691141
2014,England,Other diseases of pleura (J90-J94),Female,60 to 64,E92000001,0.0
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,60 to 64,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Female,60 to 64,E92000001,0.0
2014,England,Other respiratory disorders (J98),Female,60 to 64,E92000001,0.403268356
2014,,,,60 to 64,,599.749021799999
2014,,Malignant neoplasms (C00-C97),,60 to 64,,363.1188368
2014,,Diabetes mellitus (E10-E14),,60 to 64,,6.80323872899999
2014,,IX diseases of the circulatory system (I00-I99),,60 to 64,,174.691693999999
2014,,Other diseases of upper respiratory tract (J30-J39),,60 to 64,,0.096728513
2014,,Chronic lower respiratory diseases (J40-J47),,60 to 64,,45.62361517
2014,,Lung diseases due to external agents (J60-J70),,60 to 64,,0.967285127
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),,60 to 64,,7.351366967
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,60 to 64,,0.580371076
2014,,Other diseases of pleura (J90-J94),,60 to 64,,0.064485675
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,60 to 64,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",,60 to 64,,0.0
2014,,Other respiratory disorders (J98),,60 to 64,,0.451399726
2014,,,Male,60 to 64,,729.0296099
2014,,Malignant neoplasms (C00-C97),Male,60 to 64,,406.319530399999
2014,,Diabetes mellitus (E10-E14),Male,60 to 64,,8.894622443
2014,,IX diseases of the circulatory system (I00-I99),Male,60 to 64,,253.3320244
2014,,Other diseases of upper respiratory tract (J30-J39),Male,60 to 64,,0.065886092
2014,,Chronic lower respiratory diseases (J40-J47),Male,60 to 64,,48.09684728
2014,,Lung diseases due to external agents (J60-J70),Male,60 to 64,,1.317721843
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,60 to 64,,9.751141641
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,60 to 64,,0.658860922
2014,,Other diseases of pleura (J90-J94),Male,60 to 64,,0.131772184
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,60 to 64,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Male,60 to 64,,0.0
2014,,Other respiratory disorders (J98),Male,60 to 64,,0.461202645
2014,,,Female,60 to 64,,475.8498017
2014,,Malignant neoplasms (C00-C97),Female,60 to 64,,321.7163933
2014,,Diabetes mellitus (E10-E14),Female,60 to 64,,4.79890989
2014,,IX diseases of the circulatory system (I00-I99),Female,60 to 64,,99.32480601
2014,,Other diseases of upper respiratory tract (J30-J39),Female,60 to 64,,0.126287101999999
2014,,Chronic lower respiratory diseases (J40-J47),Female,60 to 64,,43.25333256
2014,,Lung diseases due to external agents (J60-J70),Female,60 to 64,,0.631435512
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,60 to 64,,5.051484094
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,60 to 64,,0.505148409
2014,,Other diseases of pleura (J90-J94),Female,60 to 64,,0.0
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,60 to 64,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Female,60 to 64,,0.0
2014,,Other respiratory disorders (J98),Female,60 to 64,,0.442004857999999
2014,Wales,,,60 to 64,W92000004,662.8166776
2014,Wales,Malignant neoplasms (C00-C97),,60 to 64,W92000004,388.1983438
2014,Wales,Diabetes mellitus (E10-E14),,60 to 64,W92000004,9.598310697
2014,Wales,IX diseases of the circulatory system (I00-I99),,60 to 64,W92000004,204.7639615
2014,Wales,Other diseases of upper respiratory tract (J30-J39),,60 to 64,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),,60 to 64,W92000004,49.05803245
2014,Wales,Lung diseases due to external agents (J60-J70),,60 to 64,W92000004,1.066478966
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,60 to 64,W92000004,9.598310697
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,60 to 64,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),,60 to 64,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,60 to 64,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",,60 to 64,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),,60 to 64,W92000004,0.533239483
2014,Wales,,Male,60 to 64,W92000004,799.4939084
2014,Wales,Malignant neoplasms (C00-C97),Male,60 to 64,W92000004,421.015891699999
2014,Wales,Diabetes mellitus (E10-E14),Male,60 to 64,W92000004,16.36072118
2014,Wales,IX diseases of the circulatory system (I00-I99),Male,60 to 64,W92000004,292.3115518
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Male,60 to 64,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Male,60 to 64,W92000004,57.8078814999999
2014,Wales,Lung diseases due to external agents (J60-J70),Male,60 to 64,W92000004,1.090714745
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,60 to 64,W92000004,10.90714745
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,60 to 64,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),Male,60 to 64,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,60 to 64,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,60 to 64,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Male,60 to 64,W92000004,0.0
2014,Wales,,Female,60 to 64,W92000004,532.0813772
2014,Wales,Malignant neoplasms (C00-C97),Female,60 to 64,W92000004,356.8075117
2014,Wales,Diabetes mellitus (E10-E14),Female,60 to 64,W92000004,3.129890454
2014,Wales,IX diseases of the circulatory system (I00-I99),Female,60 to 64,W92000004,121.0224309
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Female,60 to 64,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Female,60 to 64,W92000004,40.6885759
2014,Wales,Lung diseases due to external agents (J60-J70),Female,60 to 64,W92000004,1.043296818
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,60 to 64,W92000004,8.346374544
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,60 to 64,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),Female,60 to 64,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,60 to 64,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,60 to 64,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Female,60 to 64,W92000004,1.043296818
2014,England,,,65 to 69,E92000001,920.159934899999
2014,England,Malignant neoplasms (C00-C97),,65 to 69,E92000001,547.444580899999
2014,England,Diabetes mellitus (E10-E14),,65 to 69,E92000001,9.578347691
2014,England,IX diseases of the circulatory system (I00-I99),,65 to 69,E92000001,263.5894068
2014,England,Other diseases of upper respiratory tract (J30-J39),,65 to 69,E92000001,0.2688659
2014,England,Chronic lower respiratory diseases (J40-J47),,65 to 69,E92000001,81.66801716
