Year,Country,Region,Police force area,Monitored hate crime strand,Value
2013/14,England,Yorkshire and The Humber,,Religion,0.015924429
2013/14,England,East Midlands,Derbyshire,Religion,0.015570518
2013/14,England,East Midlands,Leicestershire,Religion,0.060987829
2013/14,England,East Midlands,Lincolnshire,Religion,0.028990749
2013/14,England,East Midlands,Northamptonshire,Religion,0.018402311
2013/14,England,East Midlands,Nottinghamshire,Religion,0.028905572
2013/14,England,East Midlands,,Religion,0.031532494
2013/14,England,West Midlands,Staffordshire,Religion,0.009031515
2013/14,England,West Midlands,Warwickshire,Religion,0.00546718
2013/14,England,West Midlands,West Mercia,Religion,0.025905184
2013/14,England,West Midlands,West Midlands,Religion,0.031255894
2013/14,England,West Midlands,,Religion,0.047422736
2013/14,England,East of England,Bedfordshire,Religion,0.006310144
2013/14,England,East of England,Cambridgeshire,Religion,0.032880516
2013/14,England,East of England,Essex,Religion,0.010838241
2013/14,England,East of England,Hertfordshire,Religion,0.012273133
2013/14,England,East of England,Norfolk,Religion,0.017220794
2013/14,England,East of England,Suffolk,Religion,0.016338401
2013/14,England,East of England,,Religion,0.015283032
2013/14,England,London,"London, City of",Religion,0.392259414
2013/14,England,London,Metropolitan Police,Religion,0.108813346
2013/14,England,London,,Religion,0.10907091
2013/14,England,South East,Hampshire,Religion,0.015578556
2013/14,England,South East,Kent,Religion,0.024367894
2013/14,England,South East,Surrey,Religion,0.013019545
2013/14,England,South East,Sussex,Religion,0.044679197
2013/14,England,South East,Thames Valley,Religion,0.022016533
2013/14,England,South East,,Religion,0.024110729
2013/14,England,South West,Avon and Somerset,Religion,0.050277908
2013/14,England,South West,Dorset,Religion,0.030485259
2013/14,England,South West,Gloucestershire,Religion,0.011557754
2013/14,England,South West,Wiltshire,Religion,0.014594462
2013/14,England,South West,Devon & Cornwall,Religion,0.007088545
2013/14,England,South West,,Religion,0.024360328
2013/14,Wales,,Gwent,Religion,0.017268145
2013/14,Wales,,North Wales,Religion,0.014451159
2013/14,Wales,,South Wales,Religion,0.043252796
2013/14,Wales,,,Religion,0.024656016
2013/14,England,,,Religion,0.039505574
2013/14,,,,Religion,0.039913445
2013/14,England,North East,Cleveland,Sexual orientation,0.037517084
2013/14,England,North East,Durham,Sexual orientation,0.035406605
2013/14,England,North East,Northumbria,Sexual orientation,0.030782512
2013/14,England,North East,,Sexual orientation,0.033327191
2013/14,England,North West,Cheshire,Sexual orientation,0.079241447
2013/14,England,North West,Cumbria,Sexual orientation,0.080309997
2013/14,England,North West,Greater Manchester,Sexual orientation,0.114182834
2013/14,England,North West,Lancashire,Sexual orientation,0.084420014
2013/14,England,North West,Merseyside,Sexual orientation,0.139190488
2013/14,England,North West,,Sexual orientation,0.105444528
2013/14,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,0.058372331
2013/14,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,0.016934764
2013/14,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,0.03552084
2013/14,England,Yorkshire and The Humber,Humberside,Sexual orientation,0.149644919
2013/14,England,Yorkshire and The Humber,,Sexual orientation,0.053955712
2013/14,England,East Midlands,Derbyshire,Sexual orientation,0.037953139
2013/14,England,East Midlands,Leicestershire,Sexual orientation,0.064860072
2013/14,England,East Midlands,Lincolnshire,Sexual orientation,0.035893309
2013/14,England,East Midlands,Northamptonshire,Sexual orientation,0.049544684
2013/14,England,East Midlands,Nottinghamshire,Sexual orientation,0.057811144
2013/14,England,East Midlands,,Sexual orientation,0.050234526
2013/14,England,West Midlands,Staffordshire,Sexual orientation,0.057801693
2013/14,England,West Midlands,Warwickshire,Sexual orientation,0.021868718
2013/14,England,West Midlands,West Mercia,Sexual orientation,0.051810368
2013/14,England,West Midlands,West Midlands,Sexual orientation,0.082989788
2013/14,England,West Midlands,,Sexual orientation,0.133286629
2013/14,England,East of England,Bedfordshire,Sexual orientation,0.015775359
2013/14,England,East of England,Cambridgeshire,Sexual orientation,0.020702547
2013/14,England,East of England,Essex,Sexual orientation,0.066740747
2013/14,England,East of England,Hertfordshire,Sexual orientation,0.0368194
2013/14,England,East of England,Norfolk,Sexual orientation,0.068883174
2013/14,England,East of England,Suffolk,Sexual orientation,0.11164574
2013/14,England,East of England,,Sexual orientation,0.055086092
2013/14,England,London,"London, City of",Sexual orientation,1.438284519
2013/14,England,London,Metropolitan Police,Sexual orientation,0.144252009
2013/14,England,London,,Sexual orientation,0.145427879
2013/14,England,South East,Hampshire,Sexual orientation,0.074257786
2013/14,England,South East,Kent,Sexual orientation,0.044768922
2013/14,England,South East,Surrey,Sexual orientation,0.039926604
2013/14,England,South East,Sussex,Sexual orientation,0.089358394
2013/14,England,South East,Thames Valley,Sexual orientation,0.038421009
2013/14,England,South East,,Sexual orientation,0.057206117
2013/14,England,South West,Avon and Somerset,Sexual orientation,0.107300414
2013/14,England,South West,Dorset,Sexual orientation,0.184237
2013/14,England,South West,Gloucestershire,Sexual orientation,0.039626585
2013/14,England,South West,Wiltshire,Sexual orientation,0.033358769
2013/14,England,South West,Devon & Cornwall,Sexual orientation,0.018312076
2013/14,England,South West,,Sexual orientation,0.071593329
2013/14,Wales,,Dyfed-Powys,Sexual orientation,0.021292617
2013/14,Wales,,Gwent,Sexual orientation,0.062165322
2013/14,Wales,,North Wales,Sexual orientation,0.089597188
2013/14,Wales,,South Wales,Sexual orientation,0.124351787
2013/14,Wales,,,Sexual orientation,0.087593742
2013/14,England,,,Sexual orientation,0.077340329
2013/14,,,,Sexual orientation,0.081161435
2013/14,England,North East,Cleveland,Disability,0.012505695
2013/14,England,North East,Durham,Disability,0.004828173
2013/14,England,North East,Northumbria,Disability,0.023086884
2013/14,England,North East,,Disability,0.01647206
2013/14,England,North West,Cheshire,Disability,0.038654364
2013/14,England,North West,Cumbria,Disability,0.060232497
2013/14,England,North West,Greater Manchester,Disability,0.024678225
2013/14,England,North West,Lancashire,Disability,0.080335175
2013/14,England,North West,Merseyside,Disability,0.07139823
2013/14,England,North West,,Disability,0.049836265
2013/14,England,Yorkshire and The Humber,North Yorkshire,Disability,0.040984828
2013/14,England,Yorkshire and The Humber,South Yorkshire,Disability,0.005154058
2013/14,England,Yorkshire and The Humber,West Yorkshire,Disability,0.010212241
2013/14,England,Yorkshire and The Humber,Humberside,Disability,0.10952273
2013/14,England,Yorkshire and The Humber,,Disability,0.030724781
2013/14,England,East Midlands,Derbyshire,Disability,0.009731574
2013/14,England,East Midlands,Leicestershire,Disability,0.028073762
2013/14,England,East Midlands,Lincolnshire,Disability,0.013805119
2013/14,England,East Midlands,Northamptonshire,Disability,0.055206934
2013/14,England,East Midlands,Nottinghamshire,Disability,0.036131965
2013/14,England,East Midlands,,Disability,0.027835581
2013/14,England,West Midlands,Staffordshire,Disability,0.041544967
2013/14,England,West Midlands,Warwickshire,Disability,0.010934359
2013/14,England,West Midlands,West Mercia,Disability,0.019428888
2013/14,England,West Midlands,West Midlands,Disability,0.035926315
2013/14,England,West Midlands,,Disability,0.063230315
2013/14,England,East of England,Bedfordshire,Disability,0.007887679
2013/14,England,East of England,Cambridgeshire,Disability,0.004871188
2013/14,England,East of England,Essex,Disability,0.036507759
2013/14,England,East of England,Hertfordshire,Disability,0.009643176
2013/14,England,East of England,Norfolk,Disability,0.082659809
2013/14,England,East of England,Suffolk,Disability,0.125261074
2013/14,England,East of England,,Disability,0.04165046
2013/14,England,London,Metropolitan Police,Disability,0.014746289
2013/14,England,London,,Disability,0.01473289
2013/14,England,South East,Hampshire,Disability,0.022329264
2013/14,England,South East,Kent,Disability,0.032868322
2013/14,England,South East,Surrey,Disability,0.039058635
2013/14,England,South East,Sussex,Disability,0.047739416
2013/14,England,South East,Thames Valley,Disability,0.019858049
2013/14,England,South East,,Disability,0.030707061
2013/14,England,South West,Avon and Somerset,Disability,0.061927667
2013/14,England,South West,Dorset,Disability,0.106035684
2013/14,England,South West,Gloucestershire,Disability,0.042928801
2013/14,England,South West,Wiltshire,Disability,0.012509539
2013/14,England,South West,Devon & Cornwall,Disability,0.007679257
2013/14,England,South West,,Disability,0.042026214
2013/14,Wales,,Dyfed-Powys,Disability,0.011614155
2013/14,Wales,,Gwent,Disability,0.018994959
2013/14,Wales,,North Wales,Disability,0.047688826
2013/14,Wales,,South Wales,Disability,0.077237135
2013/14,Wales,,,Disability,0.04866319
2013/14,England,,,Disability,0.032172537
2013/14,,,,Disability,0.03485622
2013/14,England,North East,Cleveland,Transgender,0.014292222
2013/14,England,North East,Northumbria,Transgender,0.00279841
2013/14,England,North East,,Transgender,0.004596854
2013/14,England,North West,Cheshire,Transgender,0.016428105
2013/14,England,North West,Cumbria,Transgender,0.00602325
2013/14,England,North West,Greater Manchester,Transgender,0.007734966
2013/14,England,North West,Lancashire,Transgender,0.014296938
2013/14,England,North West,Merseyside,Transgender,0.018029856
2013/14,England,North West,,Transgender,0.012247896
2013/14,England,Yorkshire and The Humber,North Yorkshire,Transgender,0.003725893
2013/14,England,Yorkshire and The Humber,West Yorkshire,Transgender,0.005328126
2013/14,England,Yorkshire and The Humber,Humberside,Transgender,0.019518902
2013/14,England,Yorkshire and The Humber,,Transgender,0.006182425
2013/14,England,East Midlands,Derbyshire,Transgender,0.00389263
2013/14,England,East Midlands,Leicestershire,Transgender,0.007744486
2013/14,England,East Midlands,Lincolnshire,Transgender,0.008283071
2013/14,England,East Midlands,,Transgender,0.004566775
2013/14,England,West Midlands,Staffordshire,Transgender,0.008128363
2013/14,England,West Midlands,West Mercia,Transgender,0.011333518
2013/14,England,West Midlands,West Midlands,Transgender,0.008263052
2013/14,England,West Midlands,,Transgender,0.016885368
2013/14,England,East of England,Bedfordshire,Transgender,0.006310144
2013/14,England,East of England,Essex,Transgender,0.015401711
2013/14,England,East of England,Hertfordshire,Transgender,0.002629957
2013/14,England,East of England,Norfolk,Transgender,0.00803637
2013/14,England,East of England,Suffolk,Transgender,0.013615334
2013/14,England,East of England,,Transgender,0.008901106
2013/14,England,London,Metropolitan Police,Transgender,0.009394813
2013/14,England,London,,Transgender,0.009623904
2013/14,England,South East,Hampshire,Transgender,0.018694268
2013/14,England,South East,Kent,Transgender,0.004533562
2013/14,England,South East,Sussex,Transgender,0.015301095
2013/14,England,South East,Thames Valley,Transgender,0.018562959
2013/14,England,South East,,Transgender,0.012737744
2013/14,England,South West,Avon and Somerset,Transgender,0.017781211
2013/14,England,South West,Dorset,Transgender,0.022532583
2013/14,England,South West,Gloucestershire,Transgender,0.004953323
2013/14,England,South West,Wiltshire,Transgender,0.008339692
2013/14,England,South West,Devon & Cornwall,Transgender,0.001772136
2013/14,England,South West,,Transgender,0.010413575
2013/14,Wales,,Dyfed-Powys,Transgender,0.005807077
2013/14,Wales,,Gwent,Transgender,0.008634072
2013/14,Wales,,North Wales,Transgender,0.014451159
2013/14,Wales,,South Wales,Transgender,0.022398769
2013/14,Wales,,,Transgender,0.015247799
2013/14,England,,,Transgender,0.009319454
2013/14,,,,Transgender,0.009745694
2013/14,England,North East,Cleveland,,0.630644311
2013/14,England,North East,Durham,,0.344409699
2013/14,England,North East,Northumbria,,0.471532123
2013/14,England,North East,,,0.475391317
2013/14,England,North West,Cheshire,,0.647460602
2013/14,England,North West,Cumbria,,0.47382898
2013/14,England,North West,Greater Manchester,,1.167979892
2013/14,England,North West,Lancashire,,0.699188342
2013/14,England,North West,Merseyside,,1.210885129
2013/14,England,North West,,,0.954913525
2013/14,England,Yorkshire and The Humber,North Yorkshire,,0.68059654
2013/14,England,Yorkshire and The Humber,South Yorkshire,,0.14652252
2013/14,England,Yorkshire and The Humber,West Yorkshire,,0.29437896
2013/14,England,Yorkshire and The Humber,Humberside,,2.080931876
2013/14,England,Yorkshire and The Humber,,,0.623675579
2013/14,England,East Midlands,Derbyshire,,0.40775295
2013/14,England,East Midlands,Leicestershire,,0.843180932
2013/14,England,East Midlands,Lincolnshire,,0.353411038
2013/14,England,East Midlands,Northamptonshire,,0.573302776
2013/14,England,East Midlands,Nottinghamshire,,0.628696187
2013/14,England,East Midlands,,,0.575631123
2013/14,England,West Midlands,Staffordshire,,0.751422012
2013/14,England,West Midlands,Warwickshire,,0.353544281
2013/14,England,West Midlands,West Mercia,,0.440388124
2013/14,England,West Midlands,West Midlands,,1.066652296
2013/14,England,West Midlands,,,1.630695444
2013/14,England,East of England,Bedfordshire,,0.473260767
2013/14,England,East of England,Cambridgeshire,,0.386041612
2013/14,England,East of England,Essex,,0.600096289
2013/14,England,East of England,Hertfordshire,,0.529498038
2013/14,England,East of England,Norfolk,,0.453480896
2013/14,England,East of England,Suffolk,,0.777435579
2013/14,England,East of England,,,0.54397516
2013/14,England,London,"London, City of",,9.544979079
2013/14,England,London,Metropolitan Police,,1.278170318
2013/14,England,London,,,1.285682257
2013/14,England,South East,Hampshire,,0.552519468
2013/14,England,South East,Kent,,0.604663788
2013/14,England,South East,Surrey,,0.389718379
2013/14,England,South East,Sussex,,0.631017156
2013/14,England,South East,Thames Valley,,0.565091017
2013/14,England,South East,,,0.559550885
2013/14,England,South West,Avon and Somerset,,0.878023956
2013/14,England,South West,Dorset,,1.374487549
2013/14,England,South West,Gloucestershire,,0.32691933
2013/14,England,South West,Wiltshire,,0.375286156
2013/14,England,South West,Devon & Cornwall,,0.168943665
2013/14,England,South West,,,0.582602338
2013/14,Wales,,Dyfed-Powys,,0.162598164
2013/14,Wales,,Gwent,,0.421342736
2013/14,Wales,,North Wales,,0.562150101
2013/14,Wales,,South Wales,,0.895950766
2013/14,Wales,,,,0.608938714
2013/14,England,,,,0.754690122
2013/14,,,,,0.781060285
2012/13,England,North East,Cleveland,Race,0.587407277
2012/13,England,North East,Durham,Race,0.272758378
2012/13,England,North East,Northumbria,Race,0.343319797
2012/13,England,North East,,Race,0.378894136
2012/13,England,North West,Cheshire,Race,0.424546133
2012/13,England,North West,Cumbria,Race,0.284509842
2012/13,England,North West,Greater Manchester,Race,1.009914481
2012/13,England,North West,Lancashire,Race,0.426426721
2012/13,England,North West,Merseyside,Race,0.755593339
2012/13,England,North West,,Race,0.703100375
2012/13,England,Yorkshire and The Humber,North Yorkshire,Race,0.535728079
2012/13,England,Yorkshire and The Humber,South Yorkshire,Race,0.121288857
2012/13,England,Yorkshire and The Humber,West Yorkshire,Race,0.224036031
2012/13,England,Yorkshire and The Humber,Humberside,Race,1.810701375
2012/13,England,Yorkshire and The Humber,,Race,0.519872229
2012/13,England,East Midlands,Derbyshire,Race,0.390590671
2012/13,England,East Midlands,Leicestershire,Race,0.731479666
2012/13,England,East Midlands,Lincolnshire,Race,0.276835671
2012/13,England,East Midlands,Northamptonshire,Race,0.528136847
2012/13,England,East Midlands,Nottinghamshire,Race,0.466827068
2012/13,England,East Midlands,,Race,0.488645238
2012/13,England,West Midlands,Staffordshire,Race,0.586193066
2012/13,England,West Midlands,Warwickshire,Race,0.419727943
2012/13,England,West Midlands,West Mercia,Race,0.408178864
2012/13,England,West Midlands,West Midlands,Race,0.890428115
2012/13,England,West Midlands,,Race,1.389212644
2012/13,England,East of England,Bedfordshire,Race,0.438386673
2012/13,England,East of England,Cambridgeshire,Race,0.274944121
2012/13,England,East of England,Essex,Race,0.482512373
2012/13,England,East of England,Hertfordshire,Race,0.528741577
2012/13,England,East of England,Norfolk,Race,0.307407125
2012/13,England,East of England,Suffolk,Race,0.513428336
2012/13,England,East of England,,Race,0.436236362
2012/13,England,London,"London, City of",Race,9.20568122
2012/13,England,London,Metropolitan Police,Race,1.130377742
2012/13,England,London,,Race,1.137768436
2012/13,England,South East,Hampshire,Race,0.4406931
2012/13,England,South East,Kent,Race,0.394650146
2012/13,England,South East,Surrey,Race,0.418886078
2012/13,England,South East,Sussex,Race,0.347701288
2012/13,England,South East,Thames Valley,Race,0.481356266
2012/13,England,South East,,Race,0.422018452
2012/13,England,South West,Avon and Somerset,Race,0.643733257
2012/13,England,South West,Dorset,Race,0.972945452
2012/13,England,South West,Gloucestershire,Race,0.257407097
2012/13,England,South West,Wiltshire,Race,0.381698601
2012/13,England,South West,Devon & Cornwall,Race,0.165195653
2012/13,England,South West,,Race,0.446659576
2012/13,Wales,,Dyfed-Powys,Race,0.141376973
2012/13,Wales,,Gwent,Race,0.327000369
2012/13,Wales,,North Wales,Race,0.470718418
2012/13,Wales,,South Wales,Race,0.629022525
2012/13,Wales,,,Race,0.454772131
2012/13,England,,,Race,0.614987974
2012/13,,,,Race,0.634442254
2012/13,England,North East,Cleveland,Religion,0.014327007
2012/13,England,North East,Durham,Religion,0.035507008
2012/13,England,North East,Northumbria,Religion,0.00772294
2012/13,England,North East,,Religion,0.015755233
2012/13,England,North West,Cumbria,Religion,0.030053857
2012/13,England,North West,Greater Manchester,Religion,0.055880208
2012/13,England,North West,Lancashire,Religion,0.032067289
2012/13,England,North West,Merseyside,Religion,0.01876354
2012/13,England,North West,,Religion,0.034018709
2012/13,England,Yorkshire and The Humber,North Yorkshire,Religion,0.003737638
2012/13,England,Yorkshire and The Humber,West Yorkshire,Religion,0.002677721
2012/13,England,Yorkshire and The Humber,Humberside,Religion,0.042336543
2012/13,England,Yorkshire and The Humber,,Religion,0.009216259
2012/13,England,East Midlands,Derbyshire,Religion,0.009764767
2012/13,England,East Midlands,Leicestershire,Religion,0.061444292
2012/13,England,East Midlands,Lincolnshire,Religion,0.015302474
2012/13,England,East Midlands,Northamptonshire,Religion,0.012846572
2012/13,England,East Midlands,Nottinghamshire,Religion,0.015469903
2012/13,England,East Midlands,,Religion,0.024081979
2012/13,England,West Midlands,Warwickshire,Religion,0.005474712
2012/13,England,West Midlands,West Mercia,Religion,0.004065527
2012/13,England,West Midlands,West Midlands,Religion,0.029680937
2012/13,England,West Midlands,,Religion,0.033300564
2012/13,England,East of England,Bedfordshire,Religion,0.007999757
2012/13,England,East of England,Cambridgeshire,Religion,0.014729149
2012/13,England,East of England,Essex,Religion,0.009765131
2012/13,England,East of England,Hertfordshire,Religion,0.021255943
2012/13,England,East of England,Norfolk,Religion,0.009245327
2012/13,England,East of England,Suffolk,Religion,0.024579016
2012/13,England,East of England,,Religion,0.014219579
2012/13,England,London,"London, City of",Religion,0.394529195
2012/13,England,London,Metropolitan Police,Religion,0.07601709
2012/13,England,London,,Religion,0.076308599
2012/13,England,South East,Hampshire,Religion,0.026107411
2012/13,England,South East,Kent,Religion,0.006863481
2012/13,England,South East,Surrey,Religion,0.016615523
2012/13,England,South East,Sussex,Religion,0.021577208
2012/13,England,South East,Thames Valley,Religion,0.013068496
2012/13,England,South East,,Religion,0.016734029
2012/13,England,South West,Avon and Somerset,Religion,0.032805637
2012/13,England,South West,Dorset,Religion,0.01999203
2012/13,England,South West,Wiltshire,Religion,0.00838898
2012/13,England,South West,Devon & Cornwall,Religion,0.00594229
2012/13,England,South West,,Religion,0.015731406
2012/13,Wales,,Gwent,Religion,0.006920643
2012/13,Wales,,North Wales,Religion,0.010138551
2012/13,Wales,,South Wales,Religion,0.020941564
2012/13,Wales,,,Religion,0.012686776
2012/13,England,,,Religion,0.027685488
2012/13,,,,Religion,0.027807341
2012/13,England,North East,Cleveland,Sexual orientation,0.016117883
2012/13,England,North East,Durham,Sexual orientation,0.0823117
2012/13,England,North East,Northumbria,Sexual orientation,0.025977163
2012/13,England,North East,,Sexual orientation,0.037274575
2012/13,England,North West,Cheshire,Sexual orientation,0.061064855
2012/13,England,North West,Cumbria,Sexual orientation,0.080143617
2012/13,England,North West,Greater Manchester,Sexual orientation,0.103988996
2012/13,England,North West,Lancashire,Sexual orientation,0.050488924
2012/13,England,North West,Merseyside,Sexual orientation,0.101756123
2012/13,England,North West,,Sexual orientation,0.084552725
2012/13,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,0.062293963
2012/13,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,0.017010023
2012/13,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,0.027669789
2012/13,England,Yorkshire and The Humber,Humberside,Sexual orientation,0.183458353
2012/13,England,Yorkshire and The Humber,,Sexual orientation,0.057178422
2012/13,England,East Midlands,Derbyshire,Sexual orientation,0.054682694
2012/13,England,East Midlands,Leicestershire,Sexual orientation,0.074123273
2012/13,England,East Midlands,Lincolnshire,Sexual orientation,0.036169485
2012/13,England,East Midlands,Northamptonshire,Sexual orientation,0.059950669
2012/13,England,East Midlands,Nottinghamshire,Sexual orientation,0.045499714
2012/13,England,East Midlands,,Sexual orientation,0.054731769
2012/13,England,West Midlands,Staffordshire,Sexual orientation,0.075315827
2012/13,England,West Midlands,Warwickshire,Sexual orientation,0.038322986
2012/13,England,West Midlands,West Mercia,Sexual orientation,0.03984216
2012/13,England,West Midlands,West Midlands,Sexual orientation,0.065515239
2012/13,England,West Midlands,,Sexual orientation,0.120895525
2012/13,England,East of England,Bedfordshire,Sexual orientation,0.014399562
2012/13,England,East of England,Cambridgeshire,Sexual orientation,0.018411437
2012/13,England,East of England,Essex,Sexual orientation,0.06835592
2012/13,England,East of England,Hertfordshire,Sexual orientation,0.036312236
2012/13,England,East of England,Norfolk,Sexual orientation,0.057783294
2012/13,England,East of England,Suffolk,Sexual orientation,0.099681565
2012/13,England,East of England,,Sexual orientation,0.051969175
2012/13,England,London,"London, City of",Sexual orientation,1.315097317
2012/13,England,London,Metropolitan Police,Sexual orientation,0.136372973
2012/13,England,London,,Sexual orientation,0.137451767
2012/13,England,South East,Hampshire,Sexual orientation,0.097119569
2012/13,England,South East,Kent,Sexual orientation,0.045756539
2012/13,England,South East,Surrey,Sexual orientation,0.033231046
2012/13,England,South East,Sussex,Sexual orientation,0.073362506
2012/13,England,South East,Thames Valley,Sexual orientation,0.061857547
2012/13,England,South East,,Sexual orientation,0.064758399
2012/13,England,South West,Avon and Somerset,Sexual orientation,0.068706146
2012/13,England,South West,Dorset,Sexual orientation,0.162601843
2012/13,England,South West,Gloucestershire,Sexual orientation,0.029892437
2012/13,England,South West,Wiltshire,Sexual orientation,0.029361431
2012/13,England,South West,Devon & Cornwall,Sexual orientation,0.016638411
2012/13,England,South West,,Sexual orientation,0.054872644
2012/13,Wales,,Dyfed-Powys,Sexual orientation,0.017430038
2012/13,Wales,,Gwent,Sexual orientation,0.057095302
2012/13,Wales,,North Wales,Sexual orientation,0.081108404
2012/13,Wales,,South Wales,Sexual orientation,0.09384923
2012/13,Wales,,,Sexual orientation,0.071241128
2012/13,England,,,Sexual orientation,0.072737498
2012/13,,,,Sexual orientation,0.075325544
2012/13,England,North East,Cleveland,Disability,0.016117883
2012/13,England,North East,Durham,Disability,0.038734918
2012/13,England,North East,Northumbria,Disability,0.026679248
2012/13,England,North East,,Disability,0.027283452
2012/13,England,North West,Cheshire,Disability,0.026170652
2012/13,England,North West,Cumbria,Disability,0.040071809
2012/13,England,North West,Greater Manchester,Disability,0.024794529
2012/13,England,North West,Lancashire,Disability,0.044348379
2012/13,England,North West,Merseyside,Disability,0.079384209
2012/13,England,North West,,Disability,0.04079422
2012/13,England,Yorkshire and The Humber,North Yorkshire,Disability,0.043605774
2012/13,England,Yorkshire and The Humber,South Yorkshire,Disability,0.002218699
2012/13,England,Yorkshire and The Humber,West Yorkshire,Disability,0.003124008
2012/13,England,Yorkshire and The Humber,Humberside,Disability,0.131351838
2012/13,England,Yorkshire and The Humber,,Disability,0.031222428
2012/13,England,East Midlands,Derbyshire,Disability,0.04394145
2012/13,England,East Midlands,Leicestershire,Disability,0.047790005
2012/13,England,East Midlands,Lincolnshire,Disability,0.019475876
2012/13,England,East Midlands,Northamptonshire,Disability,0.052813685
2012/13,England,East Midlands,Nottinghamshire,Disability,0.020929869
2012/13,England,East Midlands,,Disability,0.036779749
2012/13,England,West Midlands,Staffordshire,Disability,0.054445176
2012/13,England,West Midlands,Warwickshire,Disability,0.020073945
2012/13,England,West Midlands,West Mercia,Disability,0.043907687
2012/13,England,West Midlands,West Midlands,Disability,0.011944767
2012/13,England,West Midlands,,Disability,0.057190098
2012/13,England,East of England,Bedfordshire,Disability,0.004799854
2012/13,England,East of England,Cambridgeshire,Disability,0.003682287
2012/13,England,East of England,Essex,Disability,0.036762847
2012/13,England,East of England,Hertfordshire,Disability,0.017713286
2012/13,England,East of England,Norfolk,Disability,0.088986273
2012/13,England,East of England,Suffolk,Disability,0.16795661
2012/13,England,East of England,,Disability,0.049091403
2012/13,England,London,Metropolitan Police,Disability,0.013010849
2012/13,England,London,,Disability,0.012998941
2012/13,England,South East,Hampshire,Disability,0.027151708
2012/13,England,South East,Kent,Disability,0.018302615
2012/13,England,South East,Surrey,Disability,0.035854549
2012/13,England,South East,Sussex,Disability,0.029591599
2012/13,England,South East,Thames Valley,Disability,0.020909593
2012/13,England,South East,,Disability,0.025330276
2012/13,England,South West,Avon and Somerset,Disability,0.046423071
2012/13,England,South West,Dorset,Disability,0.097294545
2012/13,England,South West,Gloucestershire,Disability,0.011624837
2012/13,England,South West,Wiltshire,Disability,0.00838898
2012/13,England,South West,Devon & Cornwall,Disability,0.018421098
2012/13,England,South West,,Disability,0.035582943
2012/13,Wales,,Dyfed-Powys,Disability,0.015493367
2012/13,Wales,,Gwent,Disability,0.019031767
2012/13,Wales,,North Wales,Disability,0.04634766
2012/13,Wales,,South Wales,Disability,0.065151532
2012/13,Wales,,,Disability,0.043915764
2012/13,England,,,Disability,0.031050369
2012/13,,,,Disability,0.032580375
2012/13,England,North East,Cleveland,Transgender,0.012536131
2012/13,England,North East,Durham,Transgender,0.012911639
2012/13,England,North East,Northumbria,Transgender,0.002808342
2012/13,England,North East,,Transgender,0.007301205
2012/13,England,North West,Cheshire,Transgender,0.009692834
2012/13,England,North West,Cumbria,Transgender,0.012021543
2012/13,England,North West,Greater Manchester,Transgender,0.004440811
2012/13,England,North West,Lancashire,Transgender,0.006822828
2012/13,England,North West,Merseyside,Transgender,0.005773397
2012/13,England,North West,,Transgender,0.006493198
2012/13,England,Yorkshire and The Humber,North Yorkshire,Transgender,0.006229396
2012/13,England,Yorkshire and The Humber,Humberside,Transgender,0.009769971
2012/13,England,Yorkshire and The Humber,,Transgender,0.003197478
2012/13,England,East Midlands,Derbyshire,Transgender,0.006835337
2012/13,England,East Midlands,Leicestershire,Transgender,0.010728368
2012/13,England,East Midlands,Lincolnshire,Transgender,0.008346804
2012/13,England,East Midlands,,Transgender,0.005692104
2012/13,England,West Midlands,Staffordshire,Transgender,0.006351937
2012/13,England,West Midlands,Warwickshire,Transgender,0.005474712
2012/13,England,West Midlands,West Mercia,Transgender,0.008131053
2012/13,England,West Midlands,,Transgender,0.007239253
2012/13,England,East of England,Cambridgeshire,Transgender,0.003682287
2012/13,England,East of England,Essex,Transgender,0.016658165
2012/13,England,East of England,Hertfordshire,Transgender,0.00619965
2012/13,England,East of England,Norfolk,Transgender,0.011556659
2012/13,England,East of England,Suffolk,Transgender,0.03004102
2012/13,England,East of England,,Transgender,0.012357491
2012/13,England,London,Metropolitan Police,Transgender,0.006023541
2012/13,England,London,,Transgender,0.006018028
2012/13,England,South East,Sussex,Transgender,0.012329833
2012/13,England,South East,Thames Valley,Transgender,0.013068496
2012/13,England,South East,,Transgender,0.005845448
2012/13,England,South West,Avon and Somerset,Transgender,0.008046666
2012/13,England,South West,Dorset,Transgender,0.027988842
2012/13,England,South West,,Transgender,0.007116589
2012/13,Wales,,Gwent,Transgender,0.005190482
2012/13,Wales,,North Wales,Transgender,0.010138551
2012/13,Wales,,South Wales,Transgender,0.006980521
2012/13,Wales,,,Transgender,0.006180737
2012/13,England,,,Transgender,0.006355885
2012/13,,,,Transgender,0.006381723
2012/13,England,North East,Cleveland,,0.642924429
2012/13,England,North East,Durham,,0.40187477
2012/13,England,North East,Northumbria,,0.402294977
2012/13,England,North East,,,0.453827561
2012/13,England,North West,Cheshire,,0.522443757
2012/13,England,North West,Cumbria,,0.412739629
