Year,Units,Country,Region,Sector performing research and development,Product groups of UK business performing research and development,Sector funding research and development,Sector funding research and development for business,GeoCode,Value
2007,Performing research and development,,,,Machinery and equipment,,,,0.0587759691064858
2007,Performing research and development,,,,Computers and peripheral equipment,,,,0.00472256092530331
2007,Performing research and development,,,,Electrical equipment,,,,0.0311233834474809
2007,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0379511823756302
2007,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0309526884742771
2007,Performing research and development,,,,Motor vehicles and parts,,,,0.0530861366663613
2007,Performing research and development,,,,Other transport equipment,,,,0.00159315308323485
2007,Performing research and development,,,,Shipbuilding,,,,0.00773817211856928
2007,Performing research and development,,,,Aerospace,,,,0.117779531510576
2007,Performing research and development,,,,Other manufactured goods,,,,0.00153625475883361
2007,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.000170694973203734
2007,Performing research and development,,,,"Electricity, gas and water supply",,,,0.00199144135404356
2007,Performing research and development,,,,Wholesale and retail trade,,,,0.00210523800284605
2007,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.00119486481242614
2007,Performing research and development,,,,Telecommunications,,,,0.0873389279559106
2007,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0290181454446348
2007,Performing research and development,,,,Computer programming and information service activities,,,,0.0852336899530646
2007,Performing research and development,,,,Research and development services,,,,0.00887613860659417
2007,Performing research and development,,,,Public administration,,,,0.0058605274133282
2008,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,,0.00503082523827817
2008,Performing research and development,,,,Extractive Industries,,,,0.00514516217551177
2008,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0173220459908896
2008,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.000857527029251962
2008,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00320143424254066
2008,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.00537383604997896
2008,Performing research and development,,,,Chemicals and chemical products,,,,0.0360161352285824
2008,Performing research and development,,,,Pharmaceuticals,,,,0.248911512357536
2008,Performing research and development,,,,Rubber and plastic products,,,,0.0044591405521102
2008,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00302992883669027
2008,Performing research and development,,,,Casting of iron and steel,,,,0.00268691802498948
2008,Performing research and development,,,,Nonferrous metals,,,,0.00411612974040942
2008,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00417329820902622
2008,Performing research and development,,,,Machinery and equipment,,,,0.0451630902072699
2008,Performing research and development,,,,Computers and peripheral equipment,,,,0.00703172163986609
2008,Performing research and development,,,,Electrical equipment,,,,0.0329862063918921
2008,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0400179280317582
2008,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0337865649525273
2008,Performing research and development,,,,Motor vehicles and parts,,,,0.0660867497210179
2008,Performing research and development,,,,Other transport equipment,,,,0.00171505405850392
2008,Performing research and development,,,,Shipbuilding,,,,0.0089754495728372
2008,Performing research and development,,,,Aerospace,,,,0.0990157876442932
2008,Performing research and development,,,,Other manufactured goods,,,,0.00205806487020471
2008,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.000171505405850392
2008,Performing research and development,,,,"Electricity, gas and water supply",,,,0.0022867387446719
2008,Performing research and development,,,,Construction,,,,0.00120053784095275
2008,Performing research and development,,,,Wholesale and retail trade,,,,0.00423046667764301
2008,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.00068602162340157
2008,Performing research and development,,,,Telecommunications,,,,0.0802645299379836
2008,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0282412234966979
2008,Performing research and development,,,,Computer programming and information service activities,,,,0.0837518065236083
2008,Performing research and development,,,,Research and development services,,,,0.0219526919488502
2008,Performing research and development,,,,Public administration,,,,0.00405896127179262
2009,Performing research and development,,,,Extractive Industries,,,,0.00835340636994969
2009,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0173034846234672
2009,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.000596671883567835
2009,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00155134689727636
2009,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.00566838289389444
2009,Performing research and development,,,,Chemicals and chemical products,,,,0.036396984897638
2009,Performing research and development,,,,Pharmaceuticals,,,,0.26396764129041
2009,Performing research and development,,,,Rubber and plastic products,,,,0.00369936567812057
2009,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00340102973633666
2009,Performing research and development,,,,Casting of iron and steel,,,,0.00256568909934168
2009,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00554904851718087
2009,Performing research and development,,,,Machinery and equipment,,,,0.052089455435472
2009,Performing research and development,,,,Computers and peripheral equipment,,,,0.00900974544187431
2009,Performing research and development,,,,Electrical equipment,,,,0.0344279676818641
2009,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0326379520311606
2009,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0297142598016782
2009,Performing research and development,,,,Motor vehicles and parts,,,,0.0619942087026981
2009,Performing research and development,,,,Shipbuilding,,,,0.0103224235857236
2009,Performing research and development,,,,Aerospace,,,,0.0874720981310447
2009,Performing research and development,,,,Other manufactured goods,,,,0.00584738445896478
2009,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.000537004695211051
2009,Performing research and development,,,,"Electricity, gas and water supply",,,,0.00393803443154771
2009,Performing research and development,,,,Wholesale and retail trade,,,,0.00453470631511555
2009,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.0014320125205628
2009,Performing research and development,,,,Telecommunications,,,,0.0793573605145221
2009,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0331152895380149
2009,Performing research and development,,,,Computer programming and information service activities,,,,0.0826390558741452
2009,Performing research and development,,,,Research and development services,,,,0.0302512644968893
2009,Performing research and development,,,,Public administration,,,,0.0043557047500452
2010,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,,0.00598463708456644
2010,Performing research and development,,,,Extractive Industries,,,,0.00891828271425587
2010,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0179539112536993
2010,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.000645402038531675
2010,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00164284155262608
2010,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.00428312261934657
2010,Performing research and development,,,,Chemicals and chemical products,,,,0.0390761597874632
2010,Performing research and development,,,,Pharmaceuticals,,,,0.274178520550774
2010,Performing research and development,,,,Rubber and plastic products,,,,0.00469383300750309
2010,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00328568310525216
2010,Performing research and development,,,,Casting of iron and steel,,,,0.00164284155262608
2010,Performing research and development,,,,Nonferrous metals,,,,0.00504587048306582
2010,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00545658087122234
2010,Performing research and development,,,,Machinery and equipment,,,,0.047466386288375
2010,Performing research and development,,,,Computers and peripheral equipment,,,,0.00921164727722482
2010,Performing research and development,,,,Electrical equipment,,,,0.0300992041606136
2010,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0278109605694558
2010,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0287497271709564
2010,Performing research and development,,,,Motor vehicles and parts,,,,0.0725783928785166
2010,Performing research and development,,,,Other transport equipment,,,,0.00269895397931428
2010,Performing research and development,,,,Shipbuilding,,,,0.0108544888298509
2010,Performing research and development,,,,Aerospace,,,,0.0843129753972743
2010,Performing research and development,,,,Other manufactured goods,,,,0.00797951611275525
2010,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.000645402038531675
2010,Performing research and development,,,,"Electricity, gas and water supply",,,,0.00352037475562732
2010,Performing research and development,,,,Construction,,,,0.000821420776313041
2010,Performing research and development,,,,Wholesale and retail trade,,,,0.0103851055291006
2010,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.000997439514094407
2010,Performing research and development,,,,Telecommunications,,,,0.0662417183183874
2010,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0342063080421788
2010,Performing research and development,,,,Computer programming and information service activities,,,,0.0895348646181215
2010,Performing research and development,,,,Research and development services,,,,0.0362598599829614
2010,Performing research and development,,,,Public administration,,,,0.00410710388156521
2011,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,,0.00769176940190999
2011,Performing research and development,,,,Extractive Industries,,,,0.0112774062659583
2011,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0211668240684139
2011,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.000809659937043157
2011,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00121448990556473
2011,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.00416396539050766
2011,Performing research and development,,,,Chemicals and chemical products,,,,0.0302465819338265
2011,Performing research and development,,,,Pharmaceuticals,,,,0.284190637902148
2011,Performing research and development,,,,Rubber and plastic products,,,,0.00560978670665616
2011,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00346997115875639
2011,Performing research and development,,,,Casting of iron and steel,,,,0.00254464551642135
2011,Performing research and development,,,,Nonferrous metals,,,,0.00445312965373736
2011,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00688210946486683
2011,Performing research and development,,,,Machinery and equipment,,,,0.0562713656244994
2011,Performing research and development,,,,Computers and peripheral equipment,,,,0.0104099134762692
2011,Performing research and development,,,,Electrical equipment,,,,0.0294369219967833
2011,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0295525877020752
2011,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0346418787349179
2011,Performing research and development,,,,Motor vehicles and parts,,,,0.0881951002850581
2011,Performing research and development,,,,Other transport equipment,,,,0.00289164263229698
2011,Performing research and development,,,,Shipbuilding,,,,0.0130702246979824
2011,Performing research and development,,,,Aerospace,,,,0.0831636421048614
2011,Performing research and development,,,,Other manufactured goods,,,,0.00844359648630721
2011,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.000578328526459398
2011,Performing research and development,,,,"Electricity, gas and water supply",,,,0.00335430545346451
2011,Performing research and development,,,,Construction,,,,0.00179281843202413
2011,Performing research and development,,,,Wholesale and retail trade,,,,0.0139955503403174
2011,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.00104099134762691
2011,Performing research and development,,,,Telecommunications,,,,0.0599726681938395
2011,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0329647260081857
2011,Performing research and development,,,,Computer programming and information service activities,,,,0.106817278837051
2011,Performing research and development,,,,Research and development services,,,,0.0452831236217708
2011,Performing research and development,,,,Public administration,,,,0.00387480112727796
2012,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,,0.00752249911097737
2012,Performing research and development,,,,Extractive Industries,,,,0.00980204429612204
2012,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0207438611848164
2012,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.00113977259257233
2012,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00159568162960126
2012,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.00433113585177485
2012,Performing research and development,,,,Chemicals and chemical products,,,,0.03789743870303
2012,Performing research and development,,,,Pharmaceuticals,,,,0.239808153477218
2012,Performing research and development,,,,Rubber and plastic products,,,,0.00598380611100473
2012,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00267846559254498
2012,Performing research and development,,,,Casting of iron and steel,,,,0.00256448833328774
2012,Performing research and development,,,,Nonferrous metals,,,,0.00319136325920252
2012,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00598380611100473
2012,Performing research and development,,,,Machinery and equipment,,,,0.0568176637397306
2012,Performing research and development,,,,Computers and peripheral equipment,,,,0.0106568737405513
2012,Performing research and development,,,,Electrical equipment,,,,0.0263857355180494
2012,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0392651658141168
2012,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.036700677480829
2012,Performing research and development,,,,Motor vehicles and parts,,,,0.100470954035251
2012,Performing research and development,,,,Other transport equipment,,,,0.00273545422217359
2012,Performing research and development,,,,Shipbuilding,,,,0.0130503961849532
2012,Performing research and development,,,,Aerospace,,,,0.0861098193688395
2012,Performing research and development,,,,Other manufactured goods,,,,0.00757948774060599
2012,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.000683863555543398
2012,Performing research and development,,,,"Electricity, gas and water supply",,,,0.00604079474063335
2012,Performing research and development,,,,Construction,,,,0.00364727229623146
2012,Performing research and development,,,,Wholesale and retail trade,,,,0.00946011251835034
2012,Performing research and development,,,,Telecommunications,,,,0.0498650509250394
2012,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0492381759991247
2012,Performing research and development,,,,Computer programming and information service activities,,,,0.11779549744235
2012,Performing research and development,,,,Research and development services,,,,0.0274685194809932
2013,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,,0.00675694541393271
2013,Performing research and development,,,,Extractive Industries,,,,0.0116710875331565
2013,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0244031830238727
2013,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.00122853552980595
2013,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00268044115594025
2013,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.00614267764902974
2013,Performing research and development,,,,Chemicals and chemical products,,,,0.0421052631578947
2013,Performing research and development,,,,Pharmaceuticals,,,,0.225547954767555
2013,Performing research and development,,,,Rubber and plastic products,,,,0.00552840988412676
2013,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00262459863185816
2013,Performing research and development,,,,Casting of iron and steel,,,,0.00150774815021639
2013,Performing research and development,,,,Nonferrous metals,,,,0.00312718134859696
2013,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.006310205221276
2013,Performing research and development,,,,Machinery and equipment,,,,0.0582437526176183
2013,Performing research and development,,,,Computers and peripheral equipment,,,,0.014519056261343
2013,Performing research and development,,,,Electrical equipment,,,,0.0222253245846712
2013,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0489738936199916
2013,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0344548373586486
2013,Performing research and development,,,,Motor vehicles and parts,,,,0.117325143096468
2013,Performing research and development,,,,Other transport equipment,,,,0.00357392154125367
2013,Performing research and development,,,,Shipbuilding,,,,0.0130113081111266
2013,Performing research and development,,,,Aerospace,,,,0.0915258969705431
2013,Performing research and development,,,,Other manufactured goods,,,,0.00977244171436549
2013,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.000949322909395505
2013,Performing research and development,,,,"Electricity, gas and water supply",,,,0.00686863046209689
2013,Performing research and development,,,,Construction,,,,0.00508166969147005
2013,Performing research and development,,,,Wholesale and retail trade,,,,0.00932570152170877
2013,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.0019544883428731
2013,Performing research and development,,,,Telecommunications,,,,0.0469077202289543
2013,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0555074689375959
2013,Performing research and development,,,,Computer programming and information service activities,,,,0.110400670110289
2013,Performing research and development,,,,Research and development services,,,,0.0431104285913723
2013,Performing research and development,,,,Public administration,,,,0.006310205221276
2014,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,,0.00731531273774765
2014,Performing research and development,,,,Extractive Industries,,,,0.0124631254050516
2014,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0233548132590314
2014,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.00119212503874405
2014,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.0026010000845325
2014,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.0102414378328467
2014,Performing research and development,,,,Chemicals and chemical products,,,,0.0424830013806975
2014,Performing research and development,,,,Pharmaceuticals,,,,0.208892819289016
2014,Performing research and development,,,,Rubber and plastic products,,,,0.00688181272365891
2014,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00335962510918782
2014,Performing research and development,,,,Casting of iron and steel,,,,0.00276356258981578
2014,Performing research and development,,,,Nonferrous metals,,,,0.00411825013384313
2014,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00596062519372032
2014,Performing research and development,,,,Machinery and equipment,,,,0.0547835642804658
2014,Performing research and development,,,,Computers and peripheral equipment,,,,0.0149557504860619
2014,Performing research and development,,,,Electrical equipment,,,,0.0249804383118642
2014,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0494190016061176
2014,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0363056261799329
2014,Performing research and development,,,,Motor vehicles and parts,,,,0.132380066802352
2014,Performing research and development,,,,Other transport equipment,,,,0.00422662513736532
2014,Performing research and development,,,,Shipbuilding,,,,0.0143596879666899
2014,Performing research and development,,,,Aerospace,,,,0.0902763779339823
2014,Performing research and development,,,,Other manufactured goods,,,,0.00991631282228017
2014,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.00102956253346078
2014,Performing research and development,,,,"Electricity, gas and water supply",,,,0.00801975026064188
2014,Performing research and development,,,,Construction,,,,0.00818231276592517
2014,Performing research and development,,,,Wholesale and retail trade,,,,0.0129508129209014
2014,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.00205912506692156
2014,Performing research and development,,,,Telecommunications,,,,0.0520200016906501
2014,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0616111895023637
2014,Performing research and development,,,,Computer programming and information service activities,,,,0.120783941425478
2014,Performing research and development,,,,Research and development services,,,,0.0442711889388136
2014,Performing research and development,,,,Public administration,,,,0.00856162527825282
2015,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,,0.00735941531298429
2015,Performing research and development,,,,Extractive Industries,,,,0.0109067593847105
2015,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0224488639762974
2015,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.00100596324422087
2015,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00259432626141173
2015,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.00942428723533239
2015,Performing research and development,,,,Chemicals and chemical products,,,,0.0443682736135312
2015,Performing research and development,,,,Pharmaceuticals,,,,0.220517732219997
2015,Performing research and development,,,,Rubber and plastic products,,,,0.00725352444517155
2015,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00285905343094354
2015,Performing research and development,,,,Casting of iron and steel,,,,0.00211781735625447
2015,Performing research and development,,,,Nonferrous metals,,,,0.00328261690219443
2015,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.0065122883704825
2015,Performing research and development,,,,Machinery and equipment,,,,0.0511452891535455
2015,Performing research and development,,,,Computers and peripheral equipment,,,,0.0167307571144103
2015,Performing research and development,,,,Electrical equipment,,,,0.0261550443497427
2015,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0523630341333918
2015,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0349969318121051
2015,Performing research and development,,,,Motor vehicles and parts,,,,0.148670778409064
2015,Performing research and development,,,,Other transport equipment,,,,0.00492392535329164
2015,Performing research and development,,,,Shipbuilding,,,,0.0158836301719085
2015,Performing research and development,,,,Aerospace,,,,0.0899542922069086
2015,Performing research and development,,,,Other manufactured goods,,,,0.0101125778761151
2015,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.00222370822406718
2015,Performing research and development,,,,"Electricity, gas and water supply",,,,0.00820654225548607
2015,Performing research and development,,,,Construction,,,,0.00825948768939243
2015,Performing research and development,,,,Wholesale and retail trade,,,,0.0113832682898678
2015,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.00243548995969264
2015,Performing research and development,,,,Telecommunications,,,,0.0425681288607149
2015,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0606754672566906
2015,Performing research and development,,,,Computer programming and information service activities,,,,0.125110060320733
2015,Performing research and development,,,,Research and development services,,,,0.0544279060557399
2015,Performing research and development,,,,Public administration,,,,0.00693585184173339
2016,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,,0.00685607793906297
2016,Performing research and development,,,,Extractive Industries,,,,0.00966083709595237
2016,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0261777521309677
2016,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.00109073967212365
2016,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00316833904759728
2016,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.00747935775170505
2016,Performing research and development,,,,Chemicals and chemical products,,,,0.0529787840745775
2016,Performing research and development,,,,Pharmaceuticals,,,,0.214096615642557
2016,Performing research and development,,,,Rubber and plastic products,,,,0.00976471706472605
2016,Performing research and development,,,,Other nonmetallic mineral products,,,,0.0033241590007578
2016,Performing research and development,,,,Casting of iron and steel,,,,0.00155819953160521
2016,Performing research and development,,,,Nonferrous metals,,,,0.00389549882901305
2016,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00576533826693932
2016,Performing research and development,,,,Machinery and equipment,,,,0.0473692657607987
2016,Performing research and development,,,,Computers and peripheral equipment,,,,0.0170363148788837
2016,Performing research and development,,,,Electrical equipment,,,,0.0221264333487941
2016,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0434737669317857
2016,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0377084286648463
2016,Performing research and development,,,,Motor vehicles and parts,,,,0.175037747383653
2016,Performing research and development,,,,Other transport equipment,,,,0.00467459859481566
2016,Performing research and development,,,,Shipbuilding,,,,0.0163610950818548
2016,Performing research and development,,,,Aerospace,,,,0.0989456702569315
2016,Performing research and development,,,,Other manufactured goods,,,,0.0086739773926024
2016,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,0.00197371940669995
2016,Performing research and development,,,,"Electricity, gas and water supply",,,,0.0061289181576472
2016,Performing research and development,,,,Construction,,,,0.0109593367056234
2016,Performing research and development,,,,Wholesale and retail trade,,,,0.0159975151911469
2016,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.00223341932863415
2016,Performing research and development,,,,Telecommunications,,,,0.041396167556312
2016,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.066846759905864
2016,Performing research and development,,,,Computer programming and information service activities,,,,0.0925051121929633
2016,Performing research and development,,,,Software development,,,,0.0386433483838095
2016,Performing research and development,,,,Research and development services,,,,0.0530826640433512
2016,Performing research and development,,,,Public administration,,,,0.00737547778293137
2004,Performing research and development,,,Government,,,,,1.24522705000778
2004,Performing research and development,,,Research Councils,,,,,0.0762810760799155
2004,Performing research and development,,,Business,,,,,0.0572108070599366
2004,Performing research and development,,,Higher education,,,,,0.778928213970879
2004,Performing research and development,,,Private non-profit,,,,,0.307831052180562
2005,Performing research and development,,,Government,,,,,1.31905559772205
2005,Performing research and development,,,Research Councils,,,,,0.0738709323251562
2005,Performing research and development,,,Business,,,,,0.062712722030484
2005,Performing research and development,,,Higher education,,,,,0.819501926133841
2005,Performing research and development,,,Private non-profit,,,,,0.332956221627117
2006,Performing research and development,,,Government,,,,,1.3390951367312
2006,Performing research and development,,,Research Councils,,,,,0.0729155443477349
2006,Performing research and development,,,Business,,,,,0.0617918470870182
2006,Performing research and development,,,Higher education,,,,,0.823735989819779
2006,Performing research and development,,,Private non-profit,,,,,0.350716779602284
2007,Performing research and development,,,Government,,,,,1.40516101941313
2007,Performing research and development,,,Research Councils,,,,,0.075105788209643
2007,Performing research and development,,,Business,,,,,0.058832867430887
2007,Performing research and development,,,Higher education,,,,,0.891938133313912
2007,Performing research and development,,,Private non-profit,,,,,0.348160847011215
2008,Performing research and development,,,Government,,,,,1.44893483709273
2008,Performing research and development,,,Research Councils,,,,,0.0770630956954429
2008,Performing research and development,,,Business,,,,,0.0595123758300862
2008,Performing research and development,,,Higher education,,,,,0.904062162706035
2008,Performing research and development,,,Private non-profit,,,,,0.374167627096938
2009,Performing research and development,,,Government,,,,,1.52938937196108
2009,Performing research and development,,,Research Councils,,,,,0.0838920668296377
2009,Performing research and development,,,Business,,,,,0.0654549056273915
2009,Performing research and development,,,Higher education,,,,,0.926750769557562
2009,Performing research and development,,,Private non-profit,,,,,0.413553282500867
2010,Performing research and development,,,Government,,,,,1.53564614131722
2010,Performing research and development,,,Research Councils,,,,,0.080499236078678
2010,Performing research and development,,,Business,,,,,0.0669457932695128
2010,Performing research and development,,,Higher education,,,,,0.941406882567339
2010,Performing research and development,,,Private non-profit,,,,,0.40853949039055
2011,Performing research and development,,,Government,,,,,1.58762747083634
2011,Performing research and development,,,Research Councils,,,,,0.0763971983452864
2011,Performing research and development,,,Business,,,,,0.0598570024885476
2011,Performing research and development,,,Higher education,,,,,1.00929894437694
2011,Performing research and development,,,Private non-profit,,,,,0.411596412281152
2012,Performing research and development,,,Government,,,,,1.55333907778719
2012,Performing research and development,,,Research Councils,,,,,0.0792711838134055
2012,Performing research and development,,,Business,,,,,0.0458188582214077
2012,Performing research and development,,,Higher education,,,,,0.992115053204585
2012,Performing research and development,,,Private non-profit,,,,,0.406499895140921
2013,Performing research and development,,,Government,,,,,1.6202708362418
2013,Performing research and development,,,Research Councils,,,,,0.083931313695379
2013,Performing research and development,,,Business,,,,,0.04545581460282
2013,Performing research and development,,,Higher education,,,,,1.03962027083624
2013,Performing research and development,,,Private non-profit,,,,,0.424012285355298
2014,Performing research and development,,,Government,,,,,1.64800449106015
2014,Performing research and development,,,Research Councils,,,,,0.0753748149496815
2014,Performing research and development,,,Business,,,,,0.0443795639423358
2014,Performing research and development,,,Higher education,,,,,1.07394209740312
2014,Performing research and development,,,Private non-profit,,,,,0.42455907629817
2015,Performing research and development,,,Government,,,,,1.6744522927226
2015,Performing research and development,,,Research Councils,,,,,0.0700997544920229
2015,Performing research and development,,,Business,,,,,0.0409268204096176
2015,Performing research and development,,,Higher education,,,,,1.10576538713437
2015,Performing research and development,,,Private non-profit,,,,,0.424039980156051
2004,Funding research and development,,,,,,,,1.24522705000778
2004,Funding research and development,,,,,Government,,,0.170894217217746
2004,Funding research and development,,,,,Research Councils,,,0.128201421411729
2004,Funding research and development,,,,,Higher Education Funding Councils,,,0.110976662296909
2004,Funding research and development,,,,,Business Enterprise,,,0.548362509819651
2004,Funding research and development,,,,,Higher Education,,,0.0140873922760489
2004,Funding research and development,,,,,Private Non-Profit,,,0.0591178339619345
2004,Funding research and development,,,,,Overseas,,,0.213587013023763
2005,Funding research and development,,,,,,,,1.31905559772205
2005,Funding research and development,,,,,Government,,,0.154186178617289
2005,Funding research and development,,,,,Research Councils,,,0.153589482879605
2005,Funding research and development,,,,,Higher Education Funding Councils,,,0.115042938225284
2005,Funding research and development,,,,,Business Enterprise,,,0.57163451670032
2005,Funding research and development,,,,,Higher Education,,,0.0158721066223679
2005,Funding research and development,,,,,Private Non-Profit,,,0.0609823043912033
2005,Funding research and development,,,,,Overseas,,,0.247748070285983
2006,Funding research and development,,,,,,,,1.3390951367312
2006,Funding research and development,,,,,Government,,,0.147403548517665
2006,Funding research and development,,,,,Research Councils,,,0.157770135493621
2006,Funding research and development,,,,,Higher Education Funding Councils,,,0.121428841825102
2006,Funding research and development,,,,,Business Enterprise,,,0.604348724997161
2006,Funding research and development,,,,,Higher Education,,,0.016772904770086
2006,Funding research and development,,,,,Private Non-Profit,,,0.0626654358771268
2006,Funding research and development,,,,,Overseas,,,0.228705545250443
