Year,Industrial Sector Summary,Industrial Sector,Value
2007,Administrative and support service activities,Security and investigation services,0.058038748
2007,Administrative and support service activities,Services to buildings and landscape,0.120752904
2007,Administrative and support service activities,"Office administrative, office support and other business support services",0.158193528
2007,Public administration and defence; compulsory social security,,2.121463802
2007,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,2.121463802
2007,Education,,0.959546463
2007,Education,Education services,0.959546463
2007,Human health and social work activities,,1.312789066
2007,Human health and social work activities,Human health services,0.90849408
2007,Human health and social work activities,Residential care services,0.19162301
2007,Human health and social work activities,Social work services without accommodation,0.212671976
2007,"Arts, entertainment and recreation",,2.216382472
2007,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.545033839
2007,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.345790011
2007,"Arts, entertainment and recreation",Gambling and betting services,0.241706681
2007,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.083851941
2007,Other service activities,,1.092706839
2007,Other service activities,Services furnished by membership organisations,0.380023229
2007,Other service activities,Repair services of computers and personal and household goods,0.043297807
2007,Other service activities,Other personal services,0.669385803
2007,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.496544439
2007,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.496544439
2008,"Agriculture, forestry and fishing",,11.89654833
2008,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",10.69264431
2008,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.152148687
2008,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,1.051755335
2008,Mining and quarrying,,10.35473353
2008,Mining and quarrying,Mining of coal and lignite,0.178945187
2008,Mining and quarrying,Crude petroleum and natural gas,8.94626809
2008,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,1.229520257
2008,Manufacturing,,12.56302085
2008,Manufacturing,Processing and preserving of meat and production of meat products,0.206238409
2008,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.134551541
2008,Manufacturing,Manufacture of vegetable and animal oils and fats,0.009814369
2008,Manufacturing,Manufacture of dairy products,0.13062763
2008,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.10455378
2008,Manufacturing,Manufacture of bakery and farinaceous products,0.191193307
2008,Manufacturing,Manufacture of other food products,0.193465317
2008,Manufacturing,Manufacture of prepared animal feeds,0.068505366
2008,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.174080028
2008,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.041222303
2008,Manufacturing,Tobacco products,0.009794273
2008,Manufacturing,Textiles,0.3018609
2008,Manufacturing,Wearing apparel,0.048924858
2008,Manufacturing,Leather and related products,0.018045739
2008,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.258457881
2008,Manufacturing,Paper and paper products,0.640173286
2008,Manufacturing,Printing and recording services,0.270003962
2008,Manufacturing,Manufacture of coke oven & refined petroleum products,1.867250794
2008,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.600165937
2008,Manufacturing,Manufacture of petrochemicals,1.053337391
2008,Manufacturing,"Manufacture of paints, varnishes & ink",0.041144215
2008,Manufacturing,Manufacture of cleaning & toilet preparations,0.091737625
2008,Manufacturing,Manufacture of other chemical products & man-made fibres,0.097454683
2008,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.13336587
2008,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.185957408
2008,Manufacturing,Rubber & plastics products,0.716759587
2008,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.509875232
2008,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.56064032
2008,Manufacturing,Manufacture of basic Iron & Steel,1.344694338
2008,Manufacturing,Manufacture of other basic metals & casting,0.528400981
2008,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.429656701
2008,Manufacturing,Manufacture of weapons and ammunition,0.022346882
2008,Manufacturing,"Computer, electronic, communication and optical products",0.281884786
2008,Manufacturing,Electrical equipment,0.226181795
2008,Manufacturing,Machinery and equipment n.e.c.,0.351729127
2008,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.278657924
2008,Manufacturing,Building of ships and boats,0.040304772
2008,Manufacturing,Manufacture of air and spacecraft and related machinery,0.104670338
2008,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.016767626
2008,Manufacturing,Furniture,0.158995309
2008,Manufacturing,Other manufactured goods,0.081011466
2008,Manufacturing,Repair & maintenance of ships,0.001465868
2008,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.008242279
2008,Manufacturing,Rest of repair; Installation,0.028808645
2008,"Electricity, gas, steam and air conditioning supply",,11.16914356
2008,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,9.280010162
2008,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,1.889133403
2008,"Water supply, sewerage, waste management activities and remediation services",,5.897938722
2008,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,3.479848051
2008,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.552989164
2008,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",1.863968116
2008,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.001133391
2008,Construction,,2.708742759
2008,Construction,Buildings and building construction works,0.707331622
2008,Construction,Constructions and construction works for civil engineering,0.851179329
2008,Construction,Specialised construction works,1.150231808
2008,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.113071567
2008,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.425863246
2008,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.084631616
2008,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.602576705
2008,Transport and storage,,17.81972194
2008,Transport and storage,Rail transport,0.720327795
2008,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",4.461949045
2008,Transport and storage,Water transport services,3.287111752
2008,Transport and storage,Air transport services,8.395388645
2008,Transport and storage,Warehousing and support services for transportation,0.379998942
2008,Transport and storage,Postal and courier services,0.574945764
2008,Accommodation and food services,,3.045950577
2008,Accommodation and food services,Accommodation services,0.91332235
2008,Accommodation and food services,Food and beverage serving services,2.132628226
2008,Information and communication,,1.101235478
2008,Information and communication,Publishing activities,0.064198051
2008,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.042208651
2008,Information and communication,Programming and broadcasting services,0.008076235
2008,Information and communication,Telecommunications services,0.476952956
2008,Information and communication,"Computer programming, consultancy and related services",0.495261662
2008,Information and communication,Information services,0.014537924
2008,Financial and insurance activities,,0.795783821
2008,Financial and insurance activities,"Financial services, except insurance and pension funding",0.444804235
2008,Financial and insurance activities,Insurance & Reinsurance,0.128315814
2008,Financial and insurance activities,Pension funding,0.008991469
2008,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.213672303
2008,Real estate activities,,0.110836039
2008,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.092684912
2008,Real estate activities,Real estate activities on a fee or contract basis,0.018151126
2008,"Professional, scientific and technical activities",,0.975278031
2008,"Professional, scientific and technical activities",Legal activities,0.08814758
2008,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.114480641
2008,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.174238833
2008,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.276991796
2008,"Professional, scientific and technical activities",Scientific research and development services,0.126687137
2008,"Professional, scientific and technical activities",Advertising and market research services,0.082937197
2008,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.088291513
2008,"Professional, scientific and technical activities",Veterinary services,0.023503334
2008,Administrative and support service activities,,1.179873329
2008,Administrative and support service activities,Rental and leasing services,0.699491555
2008,Administrative and support service activities,Employment services,0.06114708
2008,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.03268297
2008,Administrative and support service activities,Security and investigation services,0.061410978
2008,Administrative and support service activities,Services to buildings and landscape,0.12856791
2008,Administrative and support service activities,"Office administrative, office support and other business support services",0.196572836
2008,Public administration and defence; compulsory social security,,1.969656303
2008,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,1.969656303
2008,Education,,1.059401696
2008,Education,Education services,1.059401696
2008,Human health and social work activities,,1.41131995
2008,Human health and social work activities,Human health services,0.998075836
2008,Human health and social work activities,Residential care services,0.191655019
2008,Human health and social work activities,Social work services without accommodation,0.221589095
2008,"Arts, entertainment and recreation",,2.387761272
2008,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.590653927
2008,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.327933712
2008,"Arts, entertainment and recreation",Gambling and betting services,0.275776351
2008,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.193397283
2008,Other service activities,,1.277170503
2008,Other service activities,Services furnished by membership organisations,0.465585681
2008,Other service activities,Repair services of computers and personal and household goods,0.044050725
2008,Other service activities,Other personal services,0.767534097
2008,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.482538529
2008,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.482538529
2009,"Agriculture, forestry and fishing",,12.14888633
2009,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",11.2221374
2009,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.151165952
2009,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.775582976
2009,Mining and quarrying,,11.25008568
2009,Mining and quarrying,Mining of coal and lignite,0.192017975
2009,Mining and quarrying,Crude petroleum and natural gas,9.81040786
2009,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,1.24765985
2009,Manufacturing,,12.02385583
2009,Manufacturing,Processing and preserving of meat and production of meat products,0.194902562
2009,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.128953904
2009,Manufacturing,Manufacture of vegetable and animal oils and fats,0.009319328
2009,Manufacturing,Manufacture of dairy products,0.123498518
2009,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.098458605
2009,Manufacturing,Manufacture of bakery and farinaceous products,0.180941309
2009,Manufacturing,Manufacture of other food products,0.185135323
2009,Manufacturing,Manufacture of prepared animal feeds,0.064323636
2009,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.175072857
2009,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.047864981
2009,Manufacturing,Tobacco products,0.00953473
2009,Manufacturing,Textiles,0.242290489
2009,Manufacturing,Wearing apparel,0.094834774
2009,Manufacturing,Leather and related products,0.017458377
2009,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.25832911
2009,Manufacturing,Paper and paper products,0.602939611
2009,Manufacturing,Printing and recording services,0.255195003
2009,Manufacturing,Manufacture of coke oven & refined petroleum products,2.036352348
2009,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.558088366
2009,Manufacturing,Manufacture of petrochemicals,1.056346773
2009,Manufacturing,"Manufacture of paints, varnishes & ink",0.038747117
2009,Manufacturing,Manufacture of cleaning & toilet preparations,0.070121132
2009,Manufacturing,Manufacture of other chemical products & man-made fibres,0.09406566
2009,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.125140012
2009,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.14673095
2009,Manufacturing,Rubber & plastics products,0.717078888
2009,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.478139175
2009,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.503020704
2009,Manufacturing,Manufacture of basic Iron & Steel,1.092410861
2009,Manufacturing,Manufacture of other basic metals & casting,0.467089658
2009,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.454362535
2009,Manufacturing,Manufacture of weapons and ammunition,0.025844505
2009,Manufacturing,"Computer, electronic, communication and optical products",0.268495477
2009,Manufacturing,Electrical equipment,0.203608626
2009,Manufacturing,Machinery and equipment n.e.c.,0.292887281
2009,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.266218545
2009,Manufacturing,Building of ships and boats,0.041390867
2009,Manufacturing,Manufacture of air and spacecraft and related machinery,0.103614328
2009,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.01683751
2009,Manufacturing,Furniture,0.128329236
2009,Manufacturing,Other manufactured goods,0.112732825
2009,Manufacturing,Repair & maintenance of ships,0.001289881
2009,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.007440891
2009,Manufacturing,Rest of repair; Installation,0.028418565
2009,"Electricity, gas, steam and air conditioning supply",,11.80874146
2009,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,9.910874797
2009,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,1.897866667
2009,"Water supply, sewerage, waste management activities and remediation services",,6.113138937
2009,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,3.543279588
2009,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.60612693
2009,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",1.962662093
2009,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.001070326
2009,Construction,,2.875311167
2009,Construction,Buildings and building construction works,0.78106235
2009,Construction,Constructions and construction works for civil engineering,0.825725472
2009,Construction,Specialised construction works,1.268523345
2009,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.200211753
2009,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.415707202
2009,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.124316735
2009,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.660187816
2009,Transport and storage,,18.41117255
2009,Transport and storage,Rail transport,0.7632044
2009,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",4.583851981
2009,Transport and storage,Water transport services,3.116999007
2009,Transport and storage,Air transport services,8.943361848
2009,Transport and storage,Warehousing and support services for transportation,0.372068613
2009,Transport and storage,Postal and courier services,0.631686706
2009,Accommodation and food services,,2.854332961
2009,Accommodation and food services,Accommodation services,0.857996093
2009,Accommodation and food services,Food and beverage serving services,1.996336869
2009,Information and communication,,1.056964281
2009,Information and communication,Publishing activities,0.054683673
2009,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.036988045
2009,Information and communication,Programming and broadcasting services,0.007007929
2009,Information and communication,Telecommunications services,0.462777953
2009,Information and communication,"Computer programming, consultancy and related services",0.482465627
2009,Information and communication,Information services,0.013041053
2009,Financial and insurance activities,,0.773931213
2009,Financial and insurance activities,"Financial services, except insurance and pension funding",0.404502402
2009,Financial and insurance activities,Insurance & Reinsurance,0.123950278
2009,Financial and insurance activities,Pension funding,0.008590712
2009,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.236887821
2009,Real estate activities,,0.097535968
2009,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.081678656
2009,Real estate activities,Real estate activities on a fee or contract basis,0.015857312
2009,"Professional, scientific and technical activities",,0.979143935
2009,"Professional, scientific and technical activities",Legal activities,0.087753427
2009,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.113343933
2009,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.166528458
2009,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.261148694
2009,"Professional, scientific and technical activities",Scientific research and development services,0.132958194
2009,"Professional, scientific and technical activities",Advertising and market research services,0.097593291
2009,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.097122549
2009,"Professional, scientific and technical activities",Veterinary services,0.022695389
2009,Administrative and support service activities,,1.207514066
2009,Administrative and support service activities,Rental and leasing services,0.720291609
2009,Administrative and support service activities,Employment services,0.057732874
2009,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.032191905
2009,Administrative and support service activities,Security and investigation services,0.065567588
2009,Administrative and support service activities,Services to buildings and landscape,0.132214088
2009,Administrative and support service activities,"Office administrative, office support and other business support services",0.199516002
2009,Public administration and defence; compulsory social security,,1.682480825
2009,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,1.682480825
2009,Education,,0.929117079
2009,Education,Education services,0.929117079
2009,Human health and social work activities,,1.231002958
2009,Human health and social work activities,Human health services,0.895082546
2009,Human health and social work activities,Residential care services,0.146833667
2009,Human health and social work activities,Social work services without accommodation,0.189086745
2009,"Arts, entertainment and recreation",,2.47488463
2009,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.624969858
2009,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.357631065
2009,"Arts, entertainment and recreation",Gambling and betting services,0.255282085
2009,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.237001621
2009,Other service activities,,1.067161166
2009,Other service activities,Services furnished by membership organisations,0.38283563
2009,Other service activities,Repair services of computers and personal and household goods,0.042111503
2009,Other service activities,Other personal services,0.642214034
2009,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.535291293
2009,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.535291293
2010,"Agriculture, forestry and fishing",,12.9872182
2010,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",11.93337528
2010,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.168983957
2010,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.88485897
2010,Mining and quarrying,,11.77757459
2010,Mining and quarrying,Mining of coal and lignite,0.21984787
2010,Mining and quarrying,Crude petroleum and natural gas,10.17895401
2010,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,1.378772711
2010,Manufacturing,,11.96306129
2010,Manufacturing,Processing and preserving of meat and production of meat products,0.199323121
2010,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.133331313
2010,Manufacturing,Manufacture of vegetable and animal oils and fats,0.009599326
2010,Manufacturing,Manufacture of dairy products,0.12741998
2010,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.102363927
2010,Manufacturing,Manufacture of bakery and farinaceous products,0.185858855
2010,Manufacturing,Manufacture of other food products,0.191867145
2010,Manufacturing,Manufacture of prepared animal feeds,0.065893032
2010,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.182443553
2010,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.048736532
2010,Manufacturing,Tobacco products,0.009639321
2010,Manufacturing,Textiles,0.237959787
2010,Manufacturing,Wearing apparel,0.093928688
2010,Manufacturing,Leather and related products,0.017083177
2010,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.27089479
2010,Manufacturing,Paper and paper products,0.579583934
2010,Manufacturing,Printing and recording services,0.243393002
2010,Manufacturing,Manufacture of coke oven & refined petroleum products,1.924947583
2010,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.564276884
2010,Manufacturing,Manufacture of petrochemicals,1.040378253
2010,Manufacturing,"Manufacture of paints, varnishes & ink",0.039077214
2010,Manufacturing,Manufacture of cleaning & toilet preparations,0.069196228
2010,Manufacturing,Manufacture of other chemical products & man-made fibres,0.092792476
2010,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.12408285
2010,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.144604356
2010,Manufacturing,Rubber & plastics products,0.784846869
2010,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.478851305
2010,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.510888851
2010,Manufacturing,Manufacture of basic Iron & Steel,1.004190956
2010,Manufacturing,Manufacture of other basic metals & casting,0.514330816
2010,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.461494225
2010,Manufacturing,Manufacture of weapons and ammunition,0.025826859
2010,Manufacturing,"Computer, electronic, communication and optical products",0.262834046
2010,Manufacturing,Electrical equipment,0.198860758
2010,Manufacturing,Machinery and equipment n.e.c.,0.286959315
2010,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.282007853
2010,Manufacturing,Building of ships and boats,0.04506793
2010,Manufacturing,Manufacture of air and spacecraft and related machinery,0.111356062
2010,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.017547963
2010,Manufacturing,Furniture,0.127466035
2010,Manufacturing,Other manufactured goods,0.115282811
2010,Manufacturing,Repair & maintenance of ships,0.00120893
2010,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.007473549
2010,Manufacturing,Rest of repair; Installation,0.027890827
2010,"Electricity, gas, steam and air conditioning supply",,11.00100578
2010,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,9.048421053
2010,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,1.952584726
2010,"Water supply, sewerage, waste management activities and remediation services",,6.474700912
2010,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,3.788969246
2010,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.643014532
2010,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.016296046
2010,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.026421088
2010,Construction,,2.683678832
2010,Construction,Buildings and building construction works,0.727764077
2010,Construction,Constructions and construction works for civil engineering,0.788152184
2010,Construction,Specialised construction works,1.16776257
2010,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.240160088
2010,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.404240105
2010,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.168232779
2010,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.667687203
2010,Transport and storage,,18.49982002
2010,Transport and storage,Rail transport,0.849477038
2010,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",4.638563441
2010,Transport and storage,Water transport services,3.284206411
2010,Transport and storage,Air transport services,8.656059421
2010,Transport and storage,Warehousing and support services for transportation,0.387047664
2010,Transport and storage,Postal and courier services,0.684466048
2010,Accommodation and food services,,2.898930032
2010,Accommodation and food services,Accommodation services,0.887448887
2010,Accommodation and food services,Food and beverage serving services,2.011481145
2010,Information and communication,,1.087208276
2010,Information and communication,Publishing activities,0.052575203
2010,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.038243288
2010,Information and communication,Programming and broadcasting services,0.007161944
2010,Information and communication,Telecommunications services,0.5014645
2010,Information and communication,"Computer programming, consultancy and related services",0.474467011
2010,Information and communication,Information services,0.013296329
2010,Financial and insurance activities,,0.874628187
2010,Financial and insurance activities,"Financial services, except insurance and pension funding",0.455892766
2010,Financial and insurance activities,Insurance & Reinsurance,0.150996741
2010,Financial and insurance activities,Pension funding,0.009672109
2010,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.258066571
2010,Real estate activities,,0.101213647
2010,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.085535496
2010,Real estate activities,Real estate activities on a fee or contract basis,0.015678151
2010,"Professional, scientific and technical activities",,0.948697271
2010,"Professional, scientific and technical activities",Legal activities,0.079081462
2010,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.111529783
2010,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.160481023
2010,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.254126742
2010,"Professional, scientific and technical activities",Scientific research and development services,0.124643078
2010,"Professional, scientific and technical activities",Advertising and market research services,0.112234016
2010,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.083740931
2010,"Professional, scientific and technical activities",Veterinary services,0.022860236
2010,Administrative and support service activities,,1.09199877
2010,Administrative and support service activities,Rental and leasing services,0.634470595
2010,Administrative and support service activities,Employment services,0.051480671
2010,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.029378245
2010,Administrative and support service activities,Security and investigation services,0.062168274
2010,Administrative and support service activities,Services to buildings and landscape,0.121165361
2010,Administrative and support service activities,"Office administrative, office support and other business support services",0.193335625
2010,Public administration and defence; compulsory social security,,1.602068742
2010,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,1.602068742
2010,Education,,1.008132188
2010,Education,Education services,1.008132188
2010,Human health and social work activities,,1.228938394
2010,Human health and social work activities,Human health services,0.874526036
2010,Human health and social work activities,Residential care services,0.159738724
2010,Human health and social work activities,Social work services without accommodation,0.194673634
2010,"Arts, entertainment and recreation",,2.440396115
2010,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.614873404
2010,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.34908181
2010,"Arts, entertainment and recreation",Gambling and betting services,0.259349421
2010,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.21709148
2010,Other service activities,,1.108696515
2010,Other service activities,Services furnished by membership organisations,0.410811079
2010,Other service activities,Repair services of computers and personal and household goods,0.040596975
2010,Other service activities,Other personal services,0.657288461
2010,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.484463926
2010,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.484463926
2011,"Agriculture, forestry and fishing",,11.29562873
2011,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",10.28278929
2011,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.172182799
2011,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.840656637
2011,Mining and quarrying,,12.08907119
2011,Mining and quarrying,Mining of coal and lignite,0.22230801
2011,Mining and quarrying,Crude petroleum and natural gas,10.64163794
2011,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,1.225125236
2011,Manufacturing,,11.37638507
2011,Manufacturing,Processing and preserving of meat and production of meat products,0.19294066
2011,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.131280832
2011,Manufacturing,Manufacture of vegetable and animal oils and fats,0.009281022
2011,Manufacturing,Manufacture of dairy products,0.123511764
2011,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.099937743
2011,Manufacturing,Manufacture of bakery and farinaceous products,0.180754909
