Year,Sex,Abuse perpeprator,Abuse type,Abuse category,Region,Threats or force,Age,Ethnicity,Ethnic group,Marital status,Employment status,Occupation,Highest qualification,Disability status,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,Value
2015,Female,,,,,,,,,,,,,,,,,,,,,,Other output areas,7.87696385
2015,Female,,,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,4.602989349
2015,Female,,,,North East,,,,,,,,,,,,,,,,,,,8.609404674
2015,Female,,,,North West,,,,,,,,,,,,,,,,,,,7.677771805
2015,Female,,,,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,7.360449887
2015,Female,,,,East Midlands,,,,,,,,,,,,,,,,,,,8.124280445
2015,Female,,,,West Midlands,,,,,,,,,,,,,,,,,,,9.23492339
2015,Female,,,,East of England,,,,,,,,,,,,,,,,,,,7.756899234
2015,Female,,,,London,,,,,,,,,,,,,,,,,,,6.548939188
2015,Female,,,,South East,,,,,,,,,,,,,,,,,,,7.468262302
2015,Female,,,,South West,,,,,,,,,,,,,,,,,,,7.720958249
2015,Female,,,,Wales,,,,,,,,,,,,,,,,,,,8.279163542
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,5.39930417
2015,Female,Partner,Non-sexual,,,,16-19,,,,,,,,,,,,,,,,,5.129589145
2015,Female,Partner,Non-sexual,,,,20-24,,,,,,,,,,,,,,,,,5.794968982
2015,Female,Partner,Non-sexual,,,,25-34,,,,,,,,,,,,,,,,,5.087894018
2015,Female,Partner,Non-sexual,,,,35-44,,,,,,,,,,,,,,,,,6.382226598
2015,Female,Partner,Non-sexual,,,,45-54,,,,,,,,,,,,,,,,,4.976009238
2015,Female,Partner,Non-sexual,,,,55-59,,,,,,,,,,,,,,,,,4.746720693
2015,Female,Partner,Non-sexual,,,,,White,,,,,,,,,,,,,,,,5.583339833
2015,Female,Partner,Non-sexual,,,,,White,"English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,5.789916051
2015,Female,Partner,Non-sexual,,,,,White,Irish,,,,,,,,,,,,,,,9.440380896
2015,Female,Partner,Non-sexual,,,,,White,Any other white background,,,,,,,,,,,,,,,3.000243308
2015,Female,Partner,Non-sexual,,,,,Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,6.409882667
2015,Female,Partner,Non-sexual,,,,,Mixed or multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,9.687784109
2015,Female,Partner,Non-sexual,,,,,Asian or Asian British,,,,,,,,,,,,,,,,2.648786568
2015,Female,Partner,Non-sexual,,,,,Asian or Asian British,Indian,,,,,,,,,,,,,,,1.942484246
2015,Female,Partner,Non-sexual,,,,,Asian or Asian British,Pakistani,,,,,,,,,,,,,,,1.998395404
2015,Female,Partner,Non-sexual,,,,,Asian or Asian British,Bangladeshi,,,,,,,,,,,,,,,3.650365281
2015,Female,Partner,Non-sexual,,,,,Asian or Asian British,Chinese,,,,,,,,,,,,,,,2.675880478
2015,Female,Partner,Non-sexual,,,,,Asian or Asian British,Any other Asian background,,,,,,,,,,,,,,,4.243999672
2015,Female,Partner,Non-sexual,,,,,"Black, African, Caribbean or Black British",,,,,,,,,,,,,,,,7.049345948
2015,Female,Partner,Non-sexual,,,,,"Black, African, Caribbean or Black British",African,,,,,,,,,,,,,,,6.302543943
2015,Female,Partner,Non-sexual,,,,,"Black, African, Caribbean or Black British",Caribbean,,,,,,,,,,,,,,,8.25368861
2015,Female,Partner,Non-sexual,,,,,Other ethnic group,,,,,,,,,,,,,,,,3.252076946
2015,Female,Partner,Non-sexual,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,5.149273075
2015,Female,Partner,Non-sexual,,,,,,,Married,,,,,,,,,,,,,,2.729538244
2015,Female,Partner,Non-sexual,,,,,,,Cohabiting,,,,,,,,,,,,,,4.48862742
2015,Female,Partner,Non-sexual,,,,,,,Single,,,,,,,,,,,,,,7.30352175
2015,Female,Partner,Non-sexual,,,,,,,Separated,,,,,,,,,,,,,,16.02334655
2015,Female,Partner,Non-sexual,,,,,,,Divorced,,,,,,,,,,,,,,15.3467684
2015,Female,Partner,Non-sexual,,,,,,,Widowed,,,,,,,,,,,,,,6.545776174
2015,Female,Partner,Non-sexual,,,,,,,,Employed,,,,,,,,,,,,,4.863407568
2015,Female,Partner,Non-sexual,,,,,,,,Unemployed,,,,,,,,,,,,,6.69840272
2015,Female,Partner,Non-sexual,,,,,,,,Inactive,,,,,,,,,,,,,6.895933835
2015,Female,Partner,Non-sexual,,,,,,,,Student,,,,,,,,,,,,,4.118725051
2015,Female,Partner,Non-sexual,,,,,,,,Looking after family or home,,,,,,,,,,,,,6.164749469
2015,Female,Partner,Non-sexual,,,,,,,,Long-term or temporarily ill,,,,,,,,,,,,,14.74783264
2015,Female,Partner,Non-sexual,,,,,,,,Retired,,,,,,,,,,,,,3.17101033
2015,Female,Partner,Non-sexual,,,,,,,,Other inactive,,,,,,,,,,,,,8.859755405
2015,Female,Partner,Non-sexual,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,4.236426521
2015,Female,Partner,Non-sexual,,,,,,,,,Intermediate occupations,,,,,,,,,,,,5.437862193
2015,Female,Partner,Non-sexual,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,7.295230543
2015,Female,Partner,Non-sexual,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,5.362036412
2015,Female,Partner,Non-sexual,,,,,,,,,Full-time students,,,,,,,,,,,,4.166985205
2015,Female,Partner,Non-sexual,,,,,,,,,,Degree or diploma,,,,,,,,,,,4.417945995
2015,Female,Partner,Non-sexual,,,,,,,,,,"Apprenticeship, A level or AS level",,,,,,,,,,,5.998116258
2015,Female,Partner,Non-sexual,,,,,,,,,,O level or GCSE,,,,,,,,,,,6.629929348
2015,Female,Partner,Non-sexual,,,,,,,,,,Other,,,,,,,,,,,4.471945596
2015,Female,Partner,Non-sexual,,,,,,,,,,No qualifications,,,,,,,,,,,5.978748636
2015,Female,Partner,Non-sexual,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,10.85764127
2015,Female,Partner,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Limits activities,,,,,,,,,,11.19189589
2015,Female,Partner,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Does not limit activities,,,,,,,,,,9.254595336
2015,Female,Partner,Non-sexual,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,4.357623481
2015,Female,Partner,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,5.866667212
2015,Female,Partner,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,6.560528976
2015,Female,Partner,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,4.519032962
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,4.45505029
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,4.27711375
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,18.99004558
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,"Less than £10,000",,,,,,,13.51503234
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,"£10,000 to less than £20,000",,,,,,,8.840622731
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,"£20,000 to less than £30,000",,,,,,,6.677067491
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,"£30,000 to less than £40,000",,,,,,,4.594790178
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,"£40,000 to less than £50,000",,,,,,,4.691045737
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,"£50,000 or more",,,,,,,2.71587503
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,3.82100236
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,3.51326026
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,Social renters,,,,,,9.971506605
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,Private renters,,,,,,6.764269583
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,Houses,,,,,5.166337696
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,Detached,,,,,3.337516399
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,4.696619882
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,Terraced,,,,,6.843014986
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,Flats or maisonettes,,,,,6.464364681
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,Rural residents,,,,5.317905699
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,4.877534012
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,4.081417467
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,5.863262045
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,Urbanites,,,,4.714695226
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,3.569463996
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,8.787312352
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,7.188533206
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,Urban,,,5.563472524
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,Rural,,,4.622240704
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,High,,7.837379144
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,Not high,,5.216592008
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,6.799235405
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,Other output areas,5.556242516
2015,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,3.206038876
2015,Female,Partner,Non-sexual,,North East,,,,,,,,,,,,,,,,,,,7.201068634
2015,Female,Partner,Non-sexual,,North West,,,,,,,,,,,,,,,,,,,5.280814478
2015,Female,Partner,Non-sexual,,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,4.983014416
2015,Female,Partner,Non-sexual,,East Midlands,,,,,,,,,,,,,,,,,,,5.501535976
2015,Female,Partner,Non-sexual,,West Midlands,,,,,,,,,,,,,,,,,,,6.70178355
2015,Female,Partner,Non-sexual,,East of England,,,,,,,,,,,,,,,,,,,5.724471389
2015,Female,Partner,Non-sexual,,London,,,,,,,,,,,,,,,,,,,4.437443862
2015,Female,Partner,Non-sexual,,South East,,,,,,,,,,,,,,,,,,,5.17720773
2015,Female,Partner,Non-sexual,,South West,,,,,,,,,,,,,,,,,,,4.711995986
2015,Female,Partner,Non-sexual,,Wales,,,,,,,,,,,,,,,,,,,6.452695425
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,1.90867649
2015,Female,Family,Non-sexual,,,,16-19,,,,,,,,,,,,,,,,,3.521088619
2015,Female,Family,Non-sexual,,,,20-24,,,,,,,,,,,,,,,,,2.107036544
2015,Female,Family,Non-sexual,,,,25-34,,,,,,,,,,,,,,,,,1.861400669
2015,Female,Family,Non-sexual,,,,35-44,,,,,,,,,,,,,,,,,2.157471736
2015,Female,Family,Non-sexual,,,,45-54,,,,,,,,,,,,,,,,,1.352040168
2015,Female,Family,Non-sexual,,,,55-59,,,,,,,,,,,,,,,,,1.362393068
2015,Female,Family,Non-sexual,,,,,White,,,,,,,,,,,,,,,,1.850259912
2015,Female,Family,Non-sexual,,,,,White,"English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,1.897075394
2015,Female,Family,Non-sexual,,,,,White,Irish,,,,,,,,,,,,,,,10.16466665
2015,Female,Family,Non-sexual,,,,,White,Any other white background,,,,,,,,,,,,,,,0.573941417
2015,Female,Family,Non-sexual,,,,,Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,5.597265673
2015,Female,Family,Non-sexual,,,,,Mixed or multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,5.343392379
2015,Female,Family,Non-sexual,,,,,Asian or Asian British,,,,,,,,,,,,,,,,1.620028588
2015,Female,Family,Non-sexual,,,,,Asian or Asian British,Indian,,,,,,,,,,,,,,,1.41554436
2015,Female,Family,Non-sexual,,,,,Asian or Asian British,Pakistani,,,,,,,,,,,,,,,1.309461113
2015,Female,Family,Non-sexual,,,,,Asian or Asian British,Bangladeshi,,,,,,,,,,,,,,,3.594799926
2015,Female,Family,Non-sexual,,,,,Asian or Asian British,Chinese,,,,,,,,,,,,,,,4.112298742
2015,Female,Family,Non-sexual,,,,,Asian or Asian British,Any other Asian background,,,,,,,,,,,,,,,0
2015,Female,Family,Non-sexual,,,,,"Black, African, Caribbean or Black British",,,,,,,,,,,,,,,,1.785593933
2015,Female,Family,Non-sexual,,,,,"Black, African, Caribbean or Black British",African,,,,,,,,,,,,,,,0.720183943
2015,Female,Family,Non-sexual,,,,,"Black, African, Caribbean or Black British",Caribbean,,,,,,,,,,,,,,,4.330462401
2015,Female,Family,Non-sexual,,,,,Other ethnic group,,,,,,,,,,,,,,,,3.66494047
2015,Female,Family,Non-sexual,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,4.805053764
2015,Female,Family,Non-sexual,,,,,,,Married,,,,,,,,,,,,,,0.788028799
2015,Female,Family,Non-sexual,,,,,,,Cohabiting,,,,,,,,,,,,,,2.004402342
2015,Female,Family,Non-sexual,,,,,,,Single,,,,,,,,,,,,,,3.106773699
2015,Female,Family,Non-sexual,,,,,,,Separated,,,,,,,,,,,,,,2.105531923
2015,Female,Family,Non-sexual,,,,,,,Divorced,,,,,,,,,,,,,,4.107867392
2015,Female,Family,Non-sexual,,,,,,,Widowed,,,,,,,,,,,,,,2.845069978
2015,Female,Family,Non-sexual,,,,,,,,Employed,,,,,,,,,,,,,1.464652645
2015,Female,Family,Non-sexual,,,,,,,,Unemployed,,,,,,,,,,,,,3.326854883
2015,Female,Family,Non-sexual,,,,,,,,Inactive,,,,,,,,,,,,,3.169694135
2015,Female,Family,Non-sexual,,,,,,,,Student,,,,,,,,,,,,,3.190189018
2015,Female,Family,Non-sexual,,,,,,,,Looking after family or home,,,,,,,,,,,,,1.857379608
2015,Female,Family,Non-sexual,,,,,,,,Long-term or temporarily ill,,,,,,,,,,,,,8.725437029
2015,Female,Family,Non-sexual,,,,,,,,Retired,,,,,,,,,,,,,0.345723934
2015,Female,Family,Non-sexual,,,,,,,,Other inactive,,,,,,,,,,,,,2.143206524
2015,Female,Family,Non-sexual,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,1.505107555
2015,Female,Family,Non-sexual,,,,,,,,,Intermediate occupations,,,,,,,,,,,,1.851337004
2015,Female,Family,Non-sexual,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,1.729845353
2015,Female,Family,Non-sexual,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,3.578991981
2015,Female,Family,Non-sexual,,,,,,,,,Full-time students,,,,,,,,,,,,3.391614111
2015,Female,Family,Non-sexual,,,,,,,,,,Degree or diploma,,,,,,,,,,,1.715679955
2015,Female,Family,Non-sexual,,,,,,,,,,"Apprenticeship, A level or AS level",,,,,,,,,,,2.25885346
2015,Female,Family,Non-sexual,,,,,,,,,,O level or GCSE,,,,,,,,,,,1.958683153
2015,Female,Family,Non-sexual,,,,,,,,,,Other,,,,,,,,,,,1.741959832
2015,Female,Family,Non-sexual,,,,,,,,,,No qualifications,,,,,,,,,,,2.010846488
2015,Female,Family,Non-sexual,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,4.688720724
2015,Female,Family,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Limits activities,,,,,,,,,,5.515090711
2015,Female,Family,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Does not limit activities,,,,,,,,,,2.225060461
2015,Female,Family,Non-sexual,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,1.397683154
2015,Female,Family,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,2.703265465
2015,Female,Family,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,2.135993881
2015,Female,Family,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,1.496345452
2015,Female,Family,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,1.861672305
2015,Female,Family,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,1.619065349
2015,Female,Family,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,3.780588181
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,"Less than £10,000",,,,,,,4.414279007
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,"£10,000 to less than £20,000",,,,,,,2.414859265
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,"£20,000 to less than £30,000",,,,,,,1.864924894
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,"£30,000 to less than £40,000",,,,,,,1.435933847
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,"£40,000 to less than £50,000",,,,,,,1.482988795
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,"£50,000 or more",,,,,,,1.007770329
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,2.529371209
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,1.245353952
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,Social renters,,,,,,3.619631822
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,Private renters,,,,,,2.217625243
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,Houses,,,,,1.834405121
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,Detached,,,,,1.6685134
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,1.450647247
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,Terraced,,,,,2.320385356
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,Flats or maisonettes,,,,,2.329533452
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,Rural residents,,,,2.105479507
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,1.269131954
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,2.1274548
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,2.593045567
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,Urbanites,,,,1.897569196
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,0.961824888
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,3.400899191
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,1.883752435
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,Urban,,,1.906097518
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,Rural,,,1.920852745
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,High,,2.253056658
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,Not high,,1.895410915
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,2.675056741
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,Other output areas,1.890503562
2015,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,1.203553857
2015,Female,Family,Non-sexual,,North East,,,,,,,,,,,,,,,,,,,1.365647737
2015,Female,Family,Non-sexual,,North West,,,,,,,,,,,,,,,,,,,1.594686698
2015,Female,Family,Non-sexual,,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,1.861051699
2015,Female,Family,Non-sexual,,East Midlands,,,,,,,,,,,,,,,,,,,2.380662645
2015,Female,Family,Non-sexual,,West Midlands,,,,,,,,,,,,,,,,,,,2.13966447
2015,Female,Family,Non-sexual,,East of England,,,,,,,,,,,,,,,,,,,1.450759726
2015,Female,Family,Non-sexual,,London,,,,,,,,,,,,,,,,,,,2.045343512
2015,Female,Family,Non-sexual,,South East,,,,,,,,,,,,,,,,,,,1.764125588
2015,Female,Family,Non-sexual,,South West,,,,,,,,,,,,,,,,,,,2.575892505
2015,Female,Family,Non-sexual,,Wales,,,,,,,,,,,,,,,,,,,1.794251269
2015,Female,,Sexual,,,,,,,,,,,,,,,,,,,,,3.229865031
2015,Female,,Sexual,,,,16-19,,,,,,,,,,,,,,,,,11.04001327
2015,Female,,Sexual,,,,20-24,,,,,,,,,,,,,,,,,7.602359596
2015,Female,,Sexual,,,,25-34,,,,,,,,,,,,,,,,,2.833224153
2015,Female,,Sexual,,,,35-44,,,,,,,,,,,,,,,,,1.640944201
2015,Female,,Sexual,,,,45-54,,,,,,,,,,,,,,,,,1.612086891
2015,Female,,Sexual,,,,55-59,,,,,,,,,,,,,,,,,0.827576352
2015,Female,,Sexual,,,,,White,,,,,,,,,,,,,,,,3.26724309
2015,Female,,Sexual,,,,,White,"English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,3.32966536
2015,Female,,Sexual,,,,,White,Irish,,,,,,,,,,,,,,,0.538008851
2015,Female,,Sexual,,,,,White,Any other white background,,,,,,,,,,,,,,,2.854785386
2015,Female,,Sexual,,,,,Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,2.815727791
2015,Female,,Sexual,,,,,Mixed or multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,5.095051149
2015,Female,,Sexual,,,,,Asian or Asian British,,,,,,,,,,,,,,,,3.010168183
2015,Female,,Sexual,,,,,Asian or Asian British,Indian,,,,,,,,,,,,,,,4.679799245
2015,Female,,Sexual,,,,,Asian or Asian British,Pakistani,,,,,,,,,,,,,,,2.010294951
2015,Female,,Sexual,,,,,Asian or Asian British,Bangladeshi,,,,,,,,,,,,,,,0
2015,Female,,Sexual,,,,,Asian or Asian British,Chinese,,,,,,,,,,,,,,,2.731251101
2015,Female,,Sexual,,,,,Asian or Asian British,Any other Asian background,,,,,,,,,,,,,,,2.693460309
2015,Female,,Sexual,,,,,"Black, African, Caribbean or Black British",,,,,,,,,,,,,,,,2.227907809
2015,Female,,Sexual,,,,,"Black, African, Caribbean or Black British",African,,,,,,,,,,,,,,,1.956067854
2015,Female,,Sexual,,,,,"Black, African, Caribbean or Black British",Caribbean,,,,,,,,,,,,,,,1.54081727
2015,Female,,Sexual,,,,,Other ethnic group,,,,,,,,,,,,,,,,7.115344618
2015,Female,,Sexual,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,4.882723561
2015,Female,,Sexual,,,,,,,Married,,,,,,,,,,,,,,1.1648674
2015,Female,,Sexual,,,,,,,Cohabiting,,,,,,,,,,,,,,2.582343715
2015,Female,,Sexual,,,,,,,Single,,,,,,,,,,,,,,6.714220883
2015,Female,,Sexual,,,,,,,Separated,,,,,,,,,,,,,,2.574586699
2015,Female,,Sexual,,,,,,,Divorced,,,,,,,,,,,,,,3.722080052
2015,Female,,Sexual,,,,,,,Widowed,,,,,,,,,,,,,,0.668229373
2015,Female,,Sexual,,,,,,,,Employed,,,,,,,,,,,,,2.690944969
2015,Female,,Sexual,,,,,,,,Unemployed,,,,,,,,,,,,,5.364968738
2015,Female,,Sexual,,,,,,,,Inactive,,,,,,,,,,,,,4.645399156
2015,Female,,Sexual,,,,,,,,Student,,,,,,,,,,,,,11.17881565
2015,Female,,Sexual,,,,,,,,Looking after family or home,,,,,,,,,,,,,1.313838504
2015,Female,,Sexual,,,,,,,,Long-term or temporarily ill,,,,,,,,,,,,,5.054429825
2015,Female,,Sexual,,,,,,,,Retired,,,,,,,,,,,,,1.43455103
2015,Female,,Sexual,,,,,,,,Other inactive,,,,,,,,,,,,,2.052442416
2015,Female,,Sexual,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,2.154365744
2015,Female,,Sexual,,,,,,,,,Intermediate occupations,,,,,,,,,,,,2.537493173
2015,Female,,Sexual,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,2.272086174
2015,Female,,Sexual,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,3.362800711
2015,Female,,Sexual,,,,,,,,,Full-time students,,,,,,,,,,,,11.77359275
2015,Female,,Sexual,,,,,,,,,,Degree or diploma,,,,,,,,,,,3.285572969
2015,Female,,Sexual,,,,,,,,,,"Apprenticeship, A level or AS level",,,,,,,,,,,5.508069218
2015,Female,,Sexual,,,,,,,,,,O level or GCSE,,,,,,,,,,,1.887912366
2015,Female,,Sexual,,,,,,,,,,Other,,,,,,,,,,,2.091365283
2015,Female,,Sexual,,,,,,,,,,No qualifications,,,,,,,,,,,1.596777748
2015,Female,,Sexual,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,5.285594917
2015,Female,,Sexual,,,,,,,,,,,Long-standing illness or disability: Limits activities,,,,,,,,,,5.442228004
2015,Female,,Sexual,,,,,,,,,,,Long-standing illness or disability: Does not limit activities,,,,,,,,,,4.089705184
2015,Female,,Sexual,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,2.840161411
2015,Female,,Sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,2.123565448
2015,Female,,Sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,3.264673954
2015,Female,,Sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,3.569716946
2015,Female,,Sexual,,,,,,,,,,,,,No children,,,,,,,,4.014190327
2015,Female,,Sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,2.071750319
2015,Female,,Sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,3.058603549
2015,Female,,Sexual,,,,,,,,,,,,,,"Less than £10,000",,,,,,,4.078042565
2015,Female,,Sexual,,,,,,,,,,,,,,"£10,000 to less than £20,000",,,,,,,3.531475852
2015,Female,,Sexual,,,,,,,,,,,,,,"£20,000 to less than £30,000",,,,,,,2.526035518
2015,Female,,Sexual,,,,,,,,,,,,,,"£30,000 to less than £40,000",,,,,,,2.889633202
2015,Female,,Sexual,,,,,,,,,,,,,,"£40,000 to less than £50,000",,,,,,,2.799546549
2015,Female,,Sexual,,,,,,,,,,,,,,"£50,000 or more",,,,,,,2.412424396
2015,Female,,Sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,4.928566622
2015,Female,,Sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,2.147679102
2015,Female,,Sexual,,,,,,,,,,,,,,,Social renters,,,,,,2.235584491
2015,Female,,Sexual,,,,,,,,,,,,,,,Private renters,,,,,,5.970448946
2015,Female,,Sexual,,,,,,,,,,,,,,,,Houses,,,,,3.033392797
2015,Female,,Sexual,,,,,,,,,,,,,,,,Detached,,,,,3.393004808
2015,Female,,Sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,2.213813688
2015,Female,,Sexual,,,,,,,,,,,,,,,,Terraced,,,,,3.593487452
2015,Female,,Sexual,,,,,,,,,,,,,,,,Flats or maisonettes,,,,,4.391636543
2015,Female,,Sexual,,,,,,,,,,,,,,,,,Rural residents,,,,3.009436588
2015,Female,,Sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,8.010252322
2015,Female,,Sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,3.926808183
2015,Female,,Sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,2.772077025
2015,Female,,Sexual,,,,,,,,,,,,,,,,,Urbanites,,,,3.432742546
